po_id,order_date,plant_id,vendor_id,material_id,quantity,unit_price,expected_delivery_date,on_time,actual_delivery_date
PO00278,2023-01-18,CLV001,VEN013,MAT015,2553,42.34,2023-02-01,True,2023-02-01
PO00279,2023-01-18,CLV001,VEN002,MAT023,1772,23.46,2023-02-01,True,2023-02-01
PO00280,2023-01-18,CLV001,VEN005,MAT026,2167,9.69,2023-01-28,False,2023-02-03
PO00281,2023-01-18,CLV001,VEN007,MAT028,2764,40.61,2023-01-28,True,2023-01-28
PO00282,2023-01-18,CLV001,VEN016,MAT029,2508,16.89,2023-01-31,True,2023-01-31
PO00283,2023-01-18,CLV001,VEN002,MAT030,2573,13.22,2023-02-01,False,2023-02-07
PO00284,2023-01-18,CLV001,VEN011,MAT031,2726,38.26,2023-01-23,True,2023-01-23
PO00285,2023-01-18,CLV001,VEN003,MAT033,1899,27.78,2023-01-30,True,2023-01-30
PO00286,2023-01-18,CLV001,VEN013,MAT034,2893,16.76,2023-01-25,True,2023-01-25
PO00287,2023-01-18,CLV001,VEN010,MAT035,2295,12.66,2023-01-27,True,2023-01-27
PO00288,2023-01-18,CLV001,VEN019,MAT040,2543,14.86,2023-01-31,True,2023-01-31
PO00289,2023-01-18,CLV001,VEN018,MAT041,1354,35.78,2023-01-30,True,2023-01-30
PO00290,2023-01-18,CLV001,VEN006,MAT042,1631,5.59,2023-01-25,True,2023-01-25
PO00291,2023-01-18,CLV001,VEN008,MAT044,2780,5.79,2023-02-01,True,2023-02-01
PO00292,2023-01-18,ATL001,VEN017,MAT004,2565,12.83,2023-01-26,True,2023-01-26
PO00293,2023-01-18,ATL001,VEN012,MAT006,1482,27.66,2023-01-27,True,2023-01-27
PO00294,2023-01-18,ATL001,VEN008,MAT007,1625,5.41,2023-01-28,True,2023-01-28
PO00295,2023-01-18,ATL001,VEN016,MAT009,2257,13.23,2023-01-25,True,2023-01-25
PO00296,2023-01-18,ATL001,VEN008,MAT020,1893,11.26,2023-01-26,True,2023-01-26
PO00297,2023-01-18,ATL001,VEN002,MAT034,1050,18.72,2023-01-31,True,2023-01-31
PO00298,2023-01-18,ATL001,VEN010,MAT035,2598,12.66,2023-01-27,False,2023-01-30
PO00299,2023-01-18,ATL001,VEN002,MAT036,1696,45.27,2023-01-24,True,2023-01-24
PO00300,2023-01-18,ATL001,VEN006,MAT042,2654,5.59,2023-01-25,True,2023-01-25
PO00301,2023-01-18,ATL001,VEN008,MAT044,1243,5.79,2023-02-01,True,2023-02-01
PO00302,2023-01-18,ATL001,VEN014,MAT049,1953,38.33,2023-01-27,True,2023-01-27
PO00303,2023-01-18,ATL001,VEN016,MAT050,2484,22.16,2023-01-31,True,2023-01-31
PO00304,2023-01-19,CLV001,VEN005,MAT001,2458,23.11,2023-01-31,True,2023-01-31
PO00305,2023-01-19,CLV001,VEN015,MAT004,1583,11.44,2023-01-26,True,2023-01-26
PO00306,2023-01-19,CLV001,VEN020,MAT005,2445,27.3,2023-01-28,True,2023-01-28
PO00307,2023-01-19,CLV001,VEN016,MAT008,1124,32.66,2023-01-26,True,2023-01-26
PO00308,2023-01-19,CLV001,VEN016,MAT009,2154,13.23,2023-01-26,True,2023-01-26
PO00309,2023-01-19,CLV001,VEN011,MAT010,2908,51.99,2023-01-29,True,2023-01-29
PO00310,2023-01-19,CLV001,VEN010,MAT012,1583,4.58,2023-01-26,True,2023-01-26
PO00311,2023-01-19,CLV001,VEN017,MAT013,2836,18.48,2023-01-24,False,2023-01-31
PO00312,2023-01-19,CLV001,VEN002,MAT014,2818,19.91,2023-02-01,True,2023-02-01
PO00313,2023-01-19,CLV001,VEN013,MAT015,1106,42.34,2023-02-02,True,2023-02-02
PO00314,2023-01-19,CLV001,VEN002,MAT023,2851,23.46,2023-02-02,True,2023-02-02
PO00315,2023-01-19,CLV001,VEN008,MAT026,2548,10.82,2023-01-28,True,2023-01-28
PO00316,2023-01-19,CLV001,VEN007,MAT028,1354,40.61,2023-01-29,True,2023-01-29
PO00317,2023-01-19,CLV001,VEN011,MAT029,2243,20.71,2023-01-24,True,2023-01-24
PO00318,2023-01-19,CLV001,VEN002,MAT030,1872,13.22,2023-02-02,True,2023-02-02
PO00319,2023-01-19,CLV001,VEN011,MAT031,2769,38.26,2023-01-24,True,2023-01-24
PO00320,2023-01-19,CLV001,VEN003,MAT033,1694,27.78,2023-01-31,True,2023-01-31
PO00321,2023-01-19,CLV001,VEN013,MAT034,2351,16.76,2023-01-26,True,2023-01-26
PO00322,2023-01-19,CLV001,VEN019,MAT040,2634,14.86,2023-02-01,True,2023-02-01
PO00323,2023-01-19,CLV001,VEN009,MAT041,1270,43.83,2023-01-26,True,2023-01-26
PO00324,2023-01-19,CLV001,VEN012,MAT042,1833,6.09,2023-01-31,True,2023-01-31
PO00325,2023-01-19,CLV001,VEN017,MAT043,1491,44.56,2023-02-02,True,2023-02-02
PO00326,2023-01-19,CLV001,VEN008,MAT044,1560,5.79,2023-02-02,True,2023-02-02
PO00327,2023-01-19,CLV001,VEN003,MAT046,2268,33.38,2023-01-31,True,2023-01-31
PO00328,2023-01-19,CLV001,VEN018,MAT048,1335,30.1,2023-01-31,False,2023-02-04
PO00329,2023-01-19,ATL001,VEN005,MAT001,2169,23.11,2023-01-31,True,2023-01-31
PO00330,2023-01-19,ATL001,VEN015,MAT004,1049,11.44,2023-01-26,True,2023-01-26
PO00331,2023-01-19,ATL001,VEN012,MAT006,1313,27.66,2023-01-28,True,2023-01-28
PO00332,2023-01-19,ATL001,VEN016,MAT009,2367,13.23,2023-01-26,True,2023-01-26
PO00333,2023-01-19,ATL001,VEN014,MAT017,2831,12.07,2023-01-28,False,2023-02-03
PO00334,2023-01-19,ATL001,VEN017,MAT025,2423,14.63,2023-01-30,True,2023-01-30
PO00335,2023-01-19,ATL001,VEN002,MAT027,1270,36.18,2023-01-24,False,2023-01-29
PO00336,2023-01-19,ATL001,VEN010,MAT035,2556,12.66,2023-01-28,False,2023-02-05
PO00337,2023-01-19,ATL001,VEN009,MAT039,2908,15.6,2023-01-31,True,2023-01-31
PO00338,2023-01-19,ATL001,VEN006,MAT042,1151,5.59,2023-01-26,True,2023-01-26
PO00339,2023-01-19,ATL001,VEN008,MAT044,2978,5.79,2023-02-02,True,2023-02-02
PO00340,2023-01-19,ATL001,VEN014,MAT049,1998,38.33,2023-01-28,True,2023-01-28
PO00341,2023-01-19,ATL001,VEN018,MAT050,2563,17.68,2023-01-28,False,2023-02-06
PO00342,2023-01-20,CLV001,VEN005,MAT001,2552,23.11,2023-02-01,True,2023-02-01
PO00343,2023-01-20,CLV001,VEN019,MAT002,2897,12.21,2023-01-29,True,2023-01-29
PO00344,2023-01-20,CLV001,VEN014,MAT005,1201,28.36,2023-01-25,True,2023-01-25
PO00345,2023-01-20,CLV001,VEN020,MAT008,1564,35.67,2023-01-26,False,2023-02-03
PO00346,2023-01-20,CLV001,VEN011,MAT010,2964,51.99,2023-01-30,True,2023-01-30
PO00347,2023-01-20,CLV001,VEN006,MAT012,2665,4.86,2023-01-26,True,2023-01-26
PO00348,2023-01-20,CLV001,VEN017,MAT013,1804,18.48,2023-01-25,False,2023-01-30
PO00349,2023-01-20,CLV001,VEN008,MAT014,2212,25.38,2023-01-31,True,2023-01-31
PO00350,2023-01-20,CLV001,VEN008,MAT015,2032,42.73,2023-02-01,True,2023-02-01
PO00351,2023-01-20,CLV001,VEN005,MAT021,1202,5.75,2023-01-31,True,2023-01-31
PO00352,2023-01-20,CLV001,VEN005,MAT023,2648,21.3,2023-01-30,True,2023-01-30
PO00353,2023-01-20,CLV001,VEN005,MAT026,2270,9.69,2023-01-30,False,2023-02-05
PO00354,2023-01-20,CLV001,VEN007,MAT028,1307,40.61,2023-01-30,True,2023-01-30
PO00355,2023-01-20,CLV001,VEN016,MAT029,2462,16.89,2023-02-02,True,2023-02-02
PO00356,2023-01-20,CLV001,VEN002,MAT030,1967,13.22,2023-02-03,True,2023-02-03
PO00357,2023-01-20,CLV001,VEN013,MAT031,1591,49.31,2023-01-25,True,2023-01-25
PO00358,2023-01-20,CLV001,VEN003,MAT033,2805,27.78,2023-02-01,True,2023-02-01
PO00359,2023-01-20,CLV001,VEN010,MAT035,1527,12.66,2023-01-29,True,2023-01-29
PO00360,2023-01-20,CLV001,VEN015,MAT037,1435,33.15,2023-01-27,False,2023-01-30
PO00361,2023-01-20,CLV001,VEN001,MAT040,2805,19.14,2023-01-29,True,2023-01-29
PO00362,2023-01-20,CLV001,VEN018,MAT041,2482,35.78,2023-02-01,True,2023-02-01
PO00363,2023-01-20,CLV001,VEN008,MAT044,2298,5.79,2023-02-03,True,2023-02-03
PO00364,2023-01-20,CLV001,VEN003,MAT046,2534,33.38,2023-02-01,True,2023-02-01
PO00365,2023-01-20,CLV001,VEN018,MAT048,1057,30.1,2023-02-01,True,2023-02-01
PO00366,2023-01-20,ATL001,VEN005,MAT001,1898,23.11,2023-02-01,True,2023-02-01
PO00367,2023-01-20,ATL001,VEN015,MAT004,1293,11.44,2023-01-27,True,2023-01-27
PO00368,2023-01-20,ATL001,VEN015,MAT006,1140,35.74,2023-02-02,False,2023-02-09
PO00369,2023-01-20,ATL001,VEN008,MAT007,2970,5.41,2023-01-30,True,2023-01-30
PO00370,2023-01-20,ATL001,VEN020,MAT008,1511,35.67,2023-01-26,False,2023-02-04
PO00371,2023-01-20,ATL001,VEN016,MAT009,1168,13.23,2023-01-27,True,2023-01-27
PO00372,2023-01-20,ATL001,VEN006,MAT015,2991,53.76,2023-01-30,True,2023-01-30
PO00373,2023-01-20,ATL001,VEN014,MAT017,1521,12.07,2023-01-29,True,2023-01-29
PO00374,2023-01-20,ATL001,VEN008,MAT020,2105,11.26,2023-01-28,False,2023-02-04
PO00375,2023-01-20,ATL001,VEN017,MAT025,2543,14.63,2023-01-31,True,2023-01-31
PO00376,2023-01-20,ATL001,VEN001,MAT027,1751,41.19,2023-01-28,False,2023-02-04
PO00377,2023-01-20,ATL001,VEN003,MAT033,2258,27.78,2023-02-01,True,2023-02-01
PO00378,2023-01-20,ATL001,VEN010,MAT035,2490,12.66,2023-01-29,True,2023-01-29
PO00379,2023-01-20,ATL001,VEN002,MAT036,2901,45.27,2023-01-26,True,2023-01-26
PO00380,2023-01-20,ATL001,VEN009,MAT039,2610,15.6,2023-02-01,True,2023-02-01
PO00381,2023-01-20,ATL001,VEN006,MAT042,1533,5.59,2023-01-27,True,2023-01-27
PO00382,2023-01-20,ATL001,VEN004,MAT044,2005,5.95,2023-01-28,True,2023-01-28
PO00383,2023-01-20,ATL001,VEN018,MAT048,1843,30.1,2023-02-01,True,2023-02-01
PO00384,2023-01-20,ATL001,VEN013,MAT049,1185,50.3,2023-02-01,True,2023-02-01
PO00385,2023-01-20,ATL001,VEN011,MAT050,1858,17.08,2023-02-03,True,2023-02-03
PO00386,2023-01-21,CLV001,VEN019,MAT002,2165,12.21,2023-01-30,False,2023-02-03
PO00387,2023-01-21,CLV001,VEN015,MAT004,1598,11.44,2023-01-28,False,2023-02-06
PO00388,2023-01-21,CLV001,VEN007,MAT005,2058,26.0,2023-01-28,True,2023-01-28
PO00389,2023-01-21,CLV001,VEN016,MAT008,1241,32.66,2023-01-28,False,2023-02-04
PO00390,2023-01-21,CLV001,VEN011,MAT010,1058,51.99,2023-01-31,False,2023-02-08
PO00391,2023-01-21,CLV001,VEN002,MAT014,1667,19.91,2023-02-03,True,2023-02-03
PO00392,2023-01-21,CLV001,VEN013,MAT015,1359,42.34,2023-02-04,True,2023-02-04
PO00393,2023-01-21,CLV001,VEN005,MAT021,1425,5.75,2023-02-01,False,2023-02-10
PO00394,2023-01-21,CLV001,VEN010,MAT022,1443,41.85,2023-01-30,False,2023-02-04
PO00395,2023-01-21,CLV001,VEN005,MAT026,2258,9.69,2023-01-31,True,2023-01-31
PO00396,2023-01-21,CLV001,VEN016,MAT029,2140,16.89,2023-02-03,False,2023-02-07
PO00397,2023-01-21,CLV001,VEN007,MAT030,1731,13.9,2023-02-02,True,2023-02-02
PO00398,2023-01-21,CLV001,VEN020,MAT033,1954,28.1,2023-01-29,True,2023-01-29
PO00399,2023-01-21,CLV001,VEN013,MAT034,1564,16.76,2023-01-28,True,2023-01-28
PO00400,2023-01-21,CLV001,VEN015,MAT037,2601,33.15,2023-01-28,False,2023-02-03
PO00401,2023-01-21,CLV001,VEN009,MAT041,1854,43.83,2023-01-28,True,2023-01-28
PO00402,2023-01-21,CLV001,VEN008,MAT044,2166,5.79,2023-02-04,True,2023-02-04
PO00403,2023-01-21,CLV001,VEN003,MAT046,1979,33.38,2023-02-02,True,2023-02-02
PO00404,2023-01-21,ATL001,VEN017,MAT004,2358,12.83,2023-01-29,True,2023-01-29
PO00405,2023-01-21,ATL001,VEN012,MAT006,1796,27.66,2023-01-30,True,2023-01-30
PO00406,2023-01-21,ATL001,VEN020,MAT008,2851,35.67,2023-01-27,True,2023-01-27
PO00407,2023-01-21,ATL001,VEN008,MAT015,2602,42.73,2023-02-02,True,2023-02-02
PO00408,2023-01-21,ATL001,VEN014,MAT017,1759,12.07,2023-01-30,False,2023-02-06
PO00409,2023-01-21,ATL001,VEN008,MAT020,2267,11.26,2023-01-29,True,2023-01-29
PO00410,2023-01-21,ATL001,VEN010,MAT022,1734,41.85,2023-01-30,False,2023-02-08
PO00411,2023-01-21,ATL001,VEN017,MAT025,2545,14.63,2023-02-01,True,2023-02-01
PO00412,2023-01-21,ATL001,VEN003,MAT033,1507,27.78,2023-02-02,False,2023-02-08
PO00413,2023-01-21,ATL001,VEN009,MAT036,1307,53.12,2023-01-27,True,2023-01-27
PO00414,2023-01-21,ATL001,VEN009,MAT039,2720,15.6,2023-02-02,True,2023-02-02
PO00415,2023-01-21,ATL001,VEN011,MAT042,2613,6.25,2023-01-28,True,2023-01-28
PO00416,2023-01-21,ATL001,VEN008,MAT044,1654,5.79,2023-02-04,True,2023-02-04
PO00417,2023-01-21,ATL001,VEN018,MAT048,2958,30.1,2023-02-02,True,2023-02-02
PO00418,2023-01-21,ATL001,VEN011,MAT050,2133,17.08,2023-02-04,True,2023-02-04
PO00419,2023-01-22,CLV001,VEN010,MAT001,1814,24.75,2023-02-03,True,2023-02-03
PO00420,2023-01-22,CLV001,VEN016,MAT002,1057,13.21,2023-02-01,True,2023-02-01
PO00421,2023-01-22,CLV001,VEN013,MAT005,1838,23.2,2023-02-03,True,2023-02-03
PO00422,2023-01-22,CLV001,VEN015,MAT006,1775,35.74,2023-02-04,True,2023-02-04
PO00423,2023-01-22,CLV001,VEN016,MAT008,1574,32.66,2023-01-29,False,2023-02-04
PO00424,2023-01-22,CLV001,VEN011,MAT010,2663,51.99,2023-02-01,True,2023-02-01
PO00425,2023-01-22,CLV001,VEN013,MAT015,2093,42.34,2023-02-05,True,2023-02-05
PO00426,2023-01-22,CLV001,VEN004,MAT019,2847,42.08,2023-02-04,False,2023-02-10
PO00427,2023-01-22,CLV001,VEN005,MAT021,2625,5.75,2023-02-02,True,2023-02-02
PO00428,2023-01-22,CLV001,VEN010,MAT022,2963,41.85,2023-01-31,True,2023-01-31
PO00429,2023-01-22,CLV001,VEN010,MAT030,2494,16.12,2023-02-05,True,2023-02-05
PO00430,2023-01-22,CLV001,VEN003,MAT033,2623,27.78,2023-02-03,False,2023-02-06
PO00431,2023-01-22,CLV001,VEN013,MAT034,2211,16.76,2023-01-29,True,2023-01-29
PO00432,2023-01-22,CLV001,VEN015,MAT037,2801,33.15,2023-01-29,True,2023-01-29
PO00433,2023-01-22,CLV001,VEN018,MAT041,1203,35.78,2023-02-03,True,2023-02-03
PO00434,2023-01-22,CLV001,VEN008,MAT044,1986,5.79,2023-02-05,False,2023-02-14
PO00435,2023-01-22,CLV001,VEN003,MAT046,1086,33.38,2023-02-03,True,2023-02-03
PO00436,2023-01-22,ATL001,VEN005,MAT001,1310,23.11,2023-02-03,True,2023-02-03
PO00437,2023-01-22,ATL001,VEN019,MAT002,2015,12.21,2023-01-31,True,2023-01-31
PO00438,2023-01-22,ATL001,VEN015,MAT004,1089,11.44,2023-01-29,True,2023-01-29
PO00439,2023-01-22,ATL001,VEN008,MAT007,1051,5.41,2023-02-01,True,2023-02-01
PO00440,2023-01-22,ATL001,VEN015,MAT008,2639,38.93,2023-01-27,True,2023-01-27
PO00441,2023-01-22,ATL001,VEN011,MAT010,2953,51.99,2023-02-01,True,2023-02-01
PO00442,2023-01-22,ATL001,VEN010,MAT016,2236,7.95,2023-02-01,True,2023-02-01
PO00443,2023-01-22,ATL001,VEN014,MAT017,2588,12.07,2023-01-31,True,2023-01-31
PO00444,2023-01-22,ATL001,VEN020,MAT020,1968,13.53,2023-02-05,True,2023-02-05
PO00445,2023-01-22,ATL001,VEN020,MAT022,2818,53.72,2023-01-30,False,2023-02-06
PO00446,2023-01-22,ATL001,VEN017,MAT025,1187,14.63,2023-02-02,True,2023-02-02
PO00447,2023-01-22,ATL001,VEN013,MAT033,2369,34.69,2023-02-03,True,2023-02-03
PO00448,2023-01-22,ATL001,VEN002,MAT036,2010,45.27,2023-01-28,False,2023-01-31
PO00449,2023-01-22,ATL001,VEN020,MAT039,1172,20.01,2023-02-03,True,2023-02-03
PO00450,2023-01-22,ATL001,VEN004,MAT044,2089,5.95,2023-01-30,True,2023-01-30
PO00451,2023-01-22,ATL001,VEN003,MAT046,2277,33.38,2023-02-03,False,2023-02-09
PO00452,2023-01-22,ATL001,VEN018,MAT048,2003,30.1,2023-02-03,True,2023-02-03
PO00453,2023-01-22,ATL001,VEN011,MAT050,2887,17.08,2023-02-05,True,2023-02-05
PO00454,2023-01-23,CLV001,VEN010,MAT001,2735,24.75,2023-02-04,True,2023-02-04
PO00455,2023-01-23,CLV001,VEN013,MAT005,1772,23.2,2023-02-04,True,2023-02-04
PO00456,2023-01-23,CLV001,VEN012,MAT006,2497,27.66,2023-02-01,False,2023-02-06
PO00457,2023-01-23,CLV001,VEN015,MAT008,1120,38.93,2023-01-28,True,2023-01-28
PO00458,2023-01-23,CLV001,VEN003,MAT010,2856,53.08,2023-02-06,True,2023-02-06
PO00459,2023-01-23,CLV001,VEN002,MAT014,2483,19.91,2023-02-05,False,2023-02-12
PO00460,2023-01-23,CLV001,VEN013,MAT015,1452,42.34,2023-02-06,True,2023-02-06
PO00461,2023-01-23,CLV001,VEN008,MAT019,1914,44.38,2023-02-03,False,2023-02-10
PO00462,2023-01-23,CLV001,VEN002,MAT030,2884,13.22,2023-02-06,True,2023-02-06
PO00463,2023-01-23,CLV001,VEN003,MAT033,2700,27.78,2023-02-04,True,2023-02-04
PO00464,2023-01-23,CLV001,VEN013,MAT034,2815,16.76,2023-01-30,True,2023-01-30
PO00465,2023-01-23,CLV001,VEN015,MAT037,1910,33.15,2023-01-30,True,2023-01-30
PO00466,2023-01-23,CLV001,VEN004,MAT044,2792,5.95,2023-01-31,True,2023-01-31
PO00467,2023-01-23,CLV001,VEN003,MAT046,1421,33.38,2023-02-04,False,2023-02-11
PO00468,2023-01-23,CLV001,VEN018,MAT048,1608,30.1,2023-02-04,True,2023-02-04
PO00469,2023-01-23,ATL001,VEN019,MAT002,1341,12.21,2023-02-01,True,2023-02-01
PO00470,2023-01-23,ATL001,VEN016,MAT008,1094,32.66,2023-01-30,True,2023-01-30
PO00471,2023-01-23,ATL001,VEN013,MAT015,1925,42.34,2023-02-06,True,2023-02-06
PO00472,2023-01-23,ATL001,VEN014,MAT017,2266,12.07,2023-02-01,True,2023-02-01
PO00473,2023-01-23,ATL001,VEN004,MAT020,2421,12.21,2023-02-05,True,2023-02-05
PO00474,2023-01-23,ATL001,VEN005,MAT022,2281,47.86,2023-02-06,True,2023-02-06
PO00475,2023-01-23,ATL001,VEN004,MAT025,1370,15.6,2023-01-30,True,2023-01-30
PO00476,2023-01-23,ATL001,VEN016,MAT029,1049,16.89,2023-02-05,True,2023-02-05
PO00477,2023-01-23,ATL001,VEN002,MAT030,1316,13.22,2023-02-06,True,2023-02-06
PO00478,2023-01-23,ATL001,VEN010,MAT035,2078,12.66,2023-02-01,True,2023-02-01
PO00479,2023-01-23,ATL001,VEN009,MAT039,1684,15.6,2023-02-04,True,2023-02-04
PO00480,2023-01-23,ATL001,VEN004,MAT044,1281,5.95,2023-01-31,False,2023-02-07
PO00481,2023-01-23,ATL001,VEN002,MAT046,2138,40.26,2023-02-05,False,2023-02-11
PO00482,2023-01-23,ATL001,VEN018,MAT048,2000,30.1,2023-02-04,True,2023-02-04
PO00483,2023-01-23,ATL001,VEN011,MAT050,1086,17.08,2023-02-06,True,2023-02-06
PO00484,2023-01-24,CLV001,VEN010,MAT001,1672,24.75,2023-02-05,False,2023-02-11
PO00485,2023-01-24,CLV001,VEN019,MAT002,1211,12.21,2023-02-02,True,2023-02-02
PO00486,2023-01-24,CLV001,VEN013,MAT005,2752,23.2,2023-02-05,True,2023-02-05
PO00487,2023-01-24,CLV001,VEN016,MAT006,2544,29.94,2023-01-29,True,2023-01-29
PO00488,2023-01-24,CLV001,VEN013,MAT015,1206,42.34,2023-02-07,True,2023-02-07
PO00489,2023-01-24,CLV001,VEN010,MAT022,1601,41.85,2023-02-02,True,2023-02-02
PO00490,2023-01-24,CLV001,VEN013,MAT024,1649,8.77,2023-02-05,True,2023-02-05
PO00491,2023-01-24,CLV001,VEN002,MAT030,2964,13.22,2023-02-07,True,2023-02-07
PO00492,2023-01-24,CLV001,VEN003,MAT033,1658,27.78,2023-02-05,False,2023-02-14
PO00493,2023-01-24,CLV001,VEN018,MAT041,1437,35.78,2023-02-05,False,2023-02-12
PO00494,2023-01-24,CLV001,VEN008,MAT043,1920,41.39,2023-02-06,True,2023-02-06
PO00495,2023-01-24,CLV001,VEN008,MAT044,1308,5.79,2023-02-07,True,2023-02-07
PO00496,2023-01-24,CLV001,VEN003,MAT046,2093,33.38,2023-02-05,True,2023-02-05
PO00497,2023-01-24,CLV001,VEN018,MAT048,2113,30.1,2023-02-05,False,2023-02-08
PO00498,2023-01-24,ATL001,VEN016,MAT008,2557,32.66,2023-01-31,True,2023-01-31
PO00499,2023-01-24,ATL001,VEN008,MAT015,2294,42.73,2023-02-05,True,2023-02-05
PO00500,2023-01-24,ATL001,VEN010,MAT016,2003,7.95,2023-02-03,True,2023-02-03
PO00501,2023-01-24,ATL001,VEN014,MAT017,2037,12.07,2023-02-02,False,2023-02-08
PO00502,2023-01-24,ATL001,VEN010,MAT022,2743,41.85,2023-02-02,True,2023-02-02
PO00503,2023-01-24,ATL001,VEN011,MAT029,1180,20.71,2023-01-29,True,2023-01-29
PO00504,2023-01-24,ATL001,VEN010,MAT030,1274,16.12,2023-02-07,True,2023-02-07
PO00505,2023-01-24,ATL001,VEN003,MAT033,2681,27.78,2023-02-05,True,2023-02-05
PO00506,2023-01-24,ATL001,VEN004,MAT036,2856,48.6,2023-01-29,True,2023-01-29
PO00507,2023-01-24,ATL001,VEN009,MAT039,2478,15.6,2023-02-05,True,2023-02-05
PO00508,2023-01-24,ATL001,VEN008,MAT044,2855,5.79,2023-02-07,True,2023-02-07
PO00509,2023-01-24,ATL001,VEN003,MAT046,2193,33.38,2023-02-05,True,2023-02-05
PO00510,2023-01-24,ATL001,VEN018,MAT048,1578,30.1,2023-02-05,True,2023-02-05
PO00511,2023-01-24,ATL001,VEN011,MAT050,2909,17.08,2023-02-07,True,2023-02-07
PO00512,2023-01-25,CLV001,VEN010,MAT001,1278,24.75,2023-02-06,True,2023-02-06
PO00513,2023-01-25,CLV001,VEN019,MAT002,1063,12.21,2023-02-03,True,2023-02-03
PO00514,2023-01-25,CLV001,VEN012,MAT006,1425,27.66,2023-02-03,True,2023-02-03
PO00515,2023-01-25,CLV001,VEN002,MAT014,2035,19.91,2023-02-07,True,2023-02-07
PO00516,2023-01-25,CLV001,VEN013,MAT015,2910,42.34,2023-02-08,True,2023-02-08
PO00517,2023-01-25,CLV001,VEN004,MAT019,1891,42.08,2023-02-07,True,2023-02-07
PO00518,2023-01-25,CLV001,VEN010,MAT022,1244,41.85,2023-02-03,True,2023-02-03
PO00519,2023-01-25,CLV001,VEN013,MAT024,2804,8.77,2023-02-06,True,2023-02-06
PO00520,2023-01-25,CLV001,VEN017,MAT025,1730,14.63,2023-02-05,True,2023-02-05
PO00521,2023-01-25,CLV001,VEN002,MAT030,2671,13.22,2023-02-08,True,2023-02-08
PO00522,2023-01-25,CLV001,VEN003,MAT033,2437,27.78,2023-02-06,True,2023-02-06
PO00523,2023-01-25,CLV001,VEN009,MAT039,1142,15.6,2023-02-06,True,2023-02-06
PO00524,2023-01-25,CLV001,VEN018,MAT041,1422,35.78,2023-02-06,True,2023-02-06
PO00525,2023-01-25,CLV001,VEN008,MAT044,1231,5.79,2023-02-08,True,2023-02-08
PO00526,2023-01-25,CLV001,VEN011,MAT046,1148,35.51,2023-02-02,True,2023-02-02
PO00527,2023-01-25,ATL001,VEN019,MAT002,2531,12.21,2023-02-03,True,2023-02-03
PO00528,2023-01-25,ATL001,VEN016,MAT008,2630,32.66,2023-02-01,True,2023-02-01
PO00529,2023-01-25,ATL001,VEN013,MAT015,1740,42.34,2023-02-08,True,2023-02-08
PO00530,2023-01-25,ATL001,VEN010,MAT016,1771,7.95,2023-02-04,True,2023-02-04
PO00531,2023-01-25,ATL001,VEN014,MAT017,1910,12.07,2023-02-03,True,2023-02-03
PO00532,2023-01-25,ATL001,VEN010,MAT018,2895,27.46,2023-02-06,True,2023-02-06
PO00533,2023-01-25,ATL001,VEN010,MAT022,1422,41.85,2023-02-03,True,2023-02-03
PO00534,2023-01-25,ATL001,VEN017,MAT025,2757,14.63,2023-02-05,True,2023-02-05
PO00535,2023-01-25,ATL001,VEN002,MAT030,1175,13.22,2023-02-08,True,2023-02-08
PO00536,2023-01-25,ATL001,VEN020,MAT033,2341,28.1,2023-02-02,True,2023-02-02
PO00537,2023-01-25,ATL001,VEN009,MAT039,2237,15.6,2023-02-06,True,2023-02-06
PO00538,2023-01-25,ATL001,VEN008,MAT044,1018,5.79,2023-02-08,True,2023-02-08
PO00539,2023-01-25,ATL001,VEN018,MAT048,1282,30.1,2023-02-06,True,2023-02-06
PO00540,2023-01-25,ATL001,VEN016,MAT050,2944,22.16,2023-02-07,True,2023-02-07
PO00541,2023-01-26,CLV001,VEN005,MAT001,2579,23.11,2023-02-07,True,2023-02-07
PO00542,2023-01-26,CLV001,VEN019,MAT002,2385,12.21,2023-02-04,True,2023-02-04
PO00543,2023-01-26,CLV001,VEN012,MAT006,1346,27.66,2023-02-04,True,2023-02-04
PO00544,2023-01-26,CLV001,VEN003,MAT011,1215,18.91,2023-02-03,True,2023-02-03
PO00545,2023-01-26,CLV001,VEN002,MAT014,1769,19.91,2023-02-08,True,2023-02-08
PO00546,2023-01-26,CLV001,VEN020,MAT015,2604,47.96,2023-02-01,True,2023-02-01
PO00547,2023-01-26,CLV001,VEN010,MAT016,1052,7.95,2023-02-05,True,2023-02-05
PO00548,2023-01-26,CLV001,VEN013,MAT024,1271,8.77,2023-02-07,True,2023-02-07
PO00549,2023-01-26,CLV001,VEN017,MAT025,2889,14.63,2023-02-06,True,2023-02-06
PO00550,2023-01-26,CLV001,VEN010,MAT030,2804,16.12,2023-02-09,True,2023-02-09
PO00551,2023-01-26,CLV001,VEN013,MAT033,1818,34.69,2023-02-07,True,2023-02-07
PO00552,2023-01-26,CLV001,VEN009,MAT039,2299,15.6,2023-02-07,True,2023-02-07
PO00553,2023-01-26,CLV001,VEN008,MAT043,1580,41.39,2023-02-08,True,2023-02-08
PO00554,2023-01-26,CLV001,VEN008,MAT044,2470,5.79,2023-02-09,True,2023-02-09
PO00555,2023-01-26,CLV001,VEN003,MAT046,1480,33.38,2023-02-07,True,2023-02-07
