date,plant_id,material_id,quantity_consumed
2023-05-22,CLV001,MAT049,155
2023-05-22,CLV001,MAT050,193
2023-05-22,ATL001,MAT001,151
2023-05-22,ATL001,MAT002,157
2023-05-22,ATL001,MAT003,78
2023-05-22,ATL001,MAT004,132
2023-05-22,ATL001,MAT005,253
2023-05-22,ATL001,MAT006,151
2023-05-22,ATL001,MAT007,187
2023-05-22,ATL001,MAT008,221
2023-05-22,ATL001,MAT009,246
2023-05-22,ATL001,MAT010,89
2023-05-22,ATL001,MAT011,157
2023-05-22,ATL001,MAT012,195
2023-05-22,ATL001,MAT013,73
2023-05-22,ATL001,MAT014,207
2023-05-22,ATL001,MAT015,63
2023-05-22,ATL001,MAT016,174
2023-05-22,ATL001,MAT017,151
2023-05-22,ATL001,MAT018,81
2023-05-22,ATL001,MAT019,152
2023-05-22,ATL001,MAT020,239
2023-05-22,ATL001,MAT021,80
2023-05-22,ATL001,MAT022,107
2023-05-22,ATL001,MAT023,223
2023-05-22,ATL001,MAT024,84
2023-05-22,ATL001,MAT025,69
2023-05-22,ATL001,MAT026,175
2023-05-22,ATL001,MAT027,194
2023-05-22,ATL001,MAT028,191
2023-05-22,ATL001,MAT029,142
2023-05-22,ATL001,MAT030,204
2023-05-22,ATL001,MAT031,256
2023-05-22,ATL001,MAT032,118
2023-05-22,ATL001,MAT033,94
2023-05-22,ATL001,MAT034,129
2023-05-22,ATL001,MAT035,59
2023-05-22,ATL001,MAT036,112
2023-05-22,ATL001,MAT037,86
2023-05-22,ATL001,MAT038,200
2023-05-22,ATL001,MAT039,243
2023-05-22,ATL001,MAT040,118
2023-05-22,ATL001,MAT041,157
2023-05-22,ATL001,MAT042,90
2023-05-22,ATL001,MAT043,229
2023-05-22,ATL001,MAT044,183
2023-05-22,ATL001,MAT045,181
2023-05-22,ATL001,MAT046,103
2023-05-22,ATL001,MAT047,72
2023-05-22,ATL001,MAT048,154
2023-05-22,ATL001,MAT049,131
2023-05-22,ATL001,MAT050,224
2023-05-23,CLV001,MAT001,217
2023-05-23,CLV001,MAT002,96
2023-05-23,CLV001,MAT003,260
2023-05-23,CLV001,MAT004,137
2023-05-23,CLV001,MAT005,92
2023-05-23,CLV001,MAT006,98
2023-05-23,CLV001,MAT007,116
2023-05-23,CLV001,MAT008,64
2023-05-23,CLV001,MAT009,256
2023-05-23,CLV001,MAT010,92
2023-05-23,CLV001,MAT011,132
2023-05-23,CLV001,MAT012,190
2023-05-23,CLV001,MAT013,180
2023-05-23,CLV001,MAT014,95
2023-05-23,CLV001,MAT015,86
2023-05-23,CLV001,MAT016,117
2023-05-23,CLV001,MAT017,225
2023-05-23,CLV001,MAT018,119
2023-05-23,CLV001,MAT019,170
2023-05-23,CLV001,MAT020,99
2023-05-23,CLV001,MAT021,214
2023-05-23,CLV001,MAT022,158
2023-05-23,CLV001,MAT023,165
2023-05-23,CLV001,MAT024,249
2023-05-23,CLV001,MAT025,115
2023-05-23,CLV001,MAT026,164
2023-05-23,CLV001,MAT027,86
2023-05-23,CLV001,MAT028,63
2023-05-23,CLV001,MAT029,74
2023-05-23,CLV001,MAT030,203
2023-05-23,CLV001,MAT031,83
2023-05-23,CLV001,MAT032,132
2023-05-23,CLV001,MAT033,219
2023-05-23,CLV001,MAT034,61
2023-05-23,CLV001,MAT035,238
2023-05-23,CLV001,MAT036,94
2023-05-23,CLV001,MAT037,70
2023-05-23,CLV001,MAT038,172
2023-05-23,CLV001,MAT039,180
2023-05-23,CLV001,MAT040,84
2023-05-23,CLV001,MAT041,139
2023-05-23,CLV001,MAT042,216
2023-05-23,CLV001,MAT043,99
2023-05-23,CLV001,MAT044,197
2023-05-23,CLV001,MAT045,147
2023-05-23,CLV001,MAT046,120
2023-05-23,CLV001,MAT047,73
2023-05-23,CLV001,MAT048,125
2023-05-23,CLV001,MAT049,85
2023-05-23,CLV001,MAT050,163
2023-05-23,ATL001,MAT001,98
2023-05-23,ATL001,MAT002,171
2023-05-23,ATL001,MAT003,141
2023-05-23,ATL001,MAT004,123
2023-05-23,ATL001,MAT005,186
2023-05-23,ATL001,MAT006,207
2023-05-23,ATL001,MAT007,235
2023-05-23,ATL001,MAT008,236
2023-05-23,ATL001,MAT009,203
2023-05-23,ATL001,MAT010,174
2023-05-23,ATL001,MAT011,60
2023-05-23,ATL001,MAT012,106
2023-05-23,ATL001,MAT013,93
2023-05-23,ATL001,MAT014,227
2023-05-23,ATL001,MAT015,143
2023-05-23,ATL001,MAT016,201
2023-05-23,ATL001,MAT017,255
2023-05-23,ATL001,MAT018,153
2023-05-23,ATL001,MAT019,93
2023-05-23,ATL001,MAT020,186
2023-05-23,ATL001,MAT021,90
2023-05-23,ATL001,MAT022,67
2023-05-23,ATL001,MAT023,222
2023-05-23,ATL001,MAT024,193
2023-05-23,ATL001,MAT025,159
2023-05-23,ATL001,MAT026,173
2023-05-23,ATL001,MAT027,76
2023-05-23,ATL001,MAT028,211
2023-05-23,ATL001,MAT029,96
2023-05-23,ATL001,MAT030,171
2023-05-23,ATL001,MAT031,180
2023-05-23,ATL001,MAT032,210
2023-05-23,ATL001,MAT033,198
2023-05-23,ATL001,MAT034,94
2023-05-23,ATL001,MAT035,149
2023-05-23,ATL001,MAT036,164
2023-05-23,ATL001,MAT037,200
2023-05-23,ATL001,MAT038,65
2023-05-23,ATL001,MAT039,106
2023-05-23,ATL001,MAT040,143
2023-05-23,ATL001,MAT041,214
2023-05-23,ATL001,MAT042,159
2023-05-23,ATL001,MAT043,189
2023-05-23,ATL001,MAT044,71
2023-05-23,ATL001,MAT045,267
2023-05-23,ATL001,MAT046,99
2023-05-23,ATL001,MAT047,92
2023-05-23,ATL001,MAT048,145
2023-05-23,ATL001,MAT049,61
2023-05-23,ATL001,MAT050,83
2023-05-24,CLV001,MAT001,106
2023-05-24,CLV001,MAT002,194
2023-05-24,CLV001,MAT003,140
2023-05-24,CLV001,MAT004,223
2023-05-24,CLV001,MAT005,187
2023-05-24,CLV001,MAT006,82
2023-05-24,CLV001,MAT007,119
2023-05-24,CLV001,MAT008,122
2023-05-24,CLV001,MAT009,155
2023-05-24,CLV001,MAT010,199
2023-05-24,CLV001,MAT011,125
2023-05-24,CLV001,MAT012,247
2023-05-24,CLV001,MAT013,146
2023-05-24,CLV001,MAT014,164
2023-05-24,CLV001,MAT015,63
2023-05-24,CLV001,MAT016,114
2023-05-24,CLV001,MAT017,126
2023-05-24,CLV001,MAT018,175
2023-05-24,CLV001,MAT019,73
2023-05-24,CLV001,MAT020,120
2023-05-24,CLV001,MAT021,61
2023-05-24,CLV001,MAT022,64
2023-05-24,CLV001,MAT023,174
2023-05-24,CLV001,MAT024,144
2023-05-24,CLV001,MAT025,190
2023-05-24,CLV001,MAT026,273
2023-05-24,CLV001,MAT027,150
2023-05-24,CLV001,MAT028,121
2023-05-24,CLV001,MAT029,57
2023-05-24,CLV001,MAT030,124
2023-05-24,CLV001,MAT031,99
2023-05-24,CLV001,MAT032,70
2023-05-24,CLV001,MAT033,146
2023-05-24,CLV001,MAT034,81
2023-05-24,CLV001,MAT035,222
2023-05-24,CLV001,MAT036,99
2023-05-24,CLV001,MAT037,89
2023-05-24,CLV001,MAT038,119
2023-05-24,CLV001,MAT039,197
2023-05-24,CLV001,MAT040,169
2023-05-24,CLV001,MAT041,272
2023-05-24,CLV001,MAT042,177
2023-05-24,CLV001,MAT043,133
2023-05-24,CLV001,MAT044,110
2023-05-24,CLV001,MAT045,76
2023-05-24,CLV001,MAT046,139
2023-05-24,CLV001,MAT047,130
2023-05-24,CLV001,MAT048,174
2023-05-24,CLV001,MAT049,179
2023-05-24,CLV001,MAT050,204
2023-05-24,ATL001,MAT001,178
2023-05-24,ATL001,MAT002,82
2023-05-24,ATL001,MAT003,235
2023-05-24,ATL001,MAT004,131
2023-05-24,ATL001,MAT005,104
2023-05-24,ATL001,MAT006,168
2023-05-24,ATL001,MAT007,124
2023-05-24,ATL001,MAT008,197
2023-05-24,ATL001,MAT009,126
2023-05-24,ATL001,MAT010,93
2023-05-24,ATL001,MAT011,108
2023-05-24,ATL001,MAT012,99
2023-05-24,ATL001,MAT013,143
2023-05-24,ATL001,MAT014,66
2023-05-24,ATL001,MAT015,93
2023-05-24,ATL001,MAT016,248
2023-05-24,ATL001,MAT017,96
2023-05-24,ATL001,MAT018,146
2023-05-24,ATL001,MAT019,152
2023-05-24,ATL001,MAT020,64
2023-05-24,ATL001,MAT021,263
2023-05-24,ATL001,MAT022,209
2023-05-24,ATL001,MAT023,59
2023-05-24,ATL001,MAT024,118
2023-05-24,ATL001,MAT025,139
2023-05-24,ATL001,MAT026,107
2023-05-24,ATL001,MAT027,98
2023-05-24,ATL001,MAT028,148
2023-05-24,ATL001,MAT029,274
2023-05-24,ATL001,MAT030,198
2023-05-24,ATL001,MAT031,163
2023-05-24,ATL001,MAT032,197
2023-05-24,ATL001,MAT033,108
2023-05-24,ATL001,MAT034,77
2023-05-24,ATL001,MAT035,57
2023-05-24,ATL001,MAT036,56
2023-05-24,ATL001,MAT037,255
2023-05-24,ATL001,MAT038,136
2023-05-24,ATL001,MAT039,139
2023-05-24,ATL001,MAT040,191
2023-05-24,ATL001,MAT041,250
2023-05-24,ATL001,MAT042,211
2023-05-24,ATL001,MAT043,64
2023-05-24,ATL001,MAT044,137
2023-05-24,ATL001,MAT045,165
2023-05-24,ATL001,MAT046,87
2023-05-24,ATL001,MAT047,73
2023-05-24,ATL001,MAT048,173
2023-05-24,ATL001,MAT049,182
2023-05-24,ATL001,MAT050,223
2023-05-25,CLV001,MAT001,153
2023-05-25,CLV001,MAT002,196
2023-05-25,CLV001,MAT003,219
2023-05-25,CLV001,MAT004,157
2023-05-25,CLV001,MAT005,115
2023-05-25,CLV001,MAT006,191
2023-05-25,CLV001,MAT007,108
2023-05-25,CLV001,MAT008,202
2023-05-25,CLV001,MAT009,216
2023-05-25,CLV001,MAT010,129
2023-05-25,CLV001,MAT011,126
2023-05-25,CLV001,MAT012,178
2023-05-25,CLV001,MAT013,140
2023-05-25,CLV001,MAT014,150
2023-05-25,CLV001,MAT015,112
2023-05-25,CLV001,MAT016,208
2023-05-25,CLV001,MAT017,216
2023-05-25,CLV001,MAT018,233
2023-05-25,CLV001,MAT019,114
2023-05-25,CLV001,MAT020,177
2023-05-25,CLV001,MAT021,197
2023-05-25,CLV001,MAT022,144
2023-05-25,CLV001,MAT023,137
2023-05-25,CLV001,MAT024,208
2023-05-25,CLV001,MAT025,74
2023-05-25,CLV001,MAT026,104
2023-05-25,CLV001,MAT027,130
2023-05-25,CLV001,MAT028,102
2023-05-25,CLV001,MAT029,222
2023-05-25,CLV001,MAT030,125
2023-05-25,CLV001,MAT031,151
2023-05-25,CLV001,MAT032,211
2023-05-25,CLV001,MAT033,63
2023-05-25,CLV001,MAT034,164
2023-05-25,CLV001,MAT035,179
2023-05-25,CLV001,MAT036,114
2023-05-25,CLV001,MAT037,128
2023-05-25,CLV001,MAT038,122
2023-05-25,CLV001,MAT039,164
2023-05-25,CLV001,MAT040,210
2023-05-25,CLV001,MAT041,167
2023-05-25,CLV001,MAT042,183
2023-05-25,CLV001,MAT043,186
2023-05-25,CLV001,MAT044,210
2023-05-25,CLV001,MAT045,122
2023-05-25,CLV001,MAT046,199
2023-05-25,CLV001,MAT047,150
2023-05-25,CLV001,MAT048,53
2023-05-25,CLV001,MAT049,64
2023-05-25,CLV001,MAT050,150
2023-05-25,ATL001,MAT001,155
2023-05-25,ATL001,MAT002,135
2023-05-25,ATL001,MAT003,178
2023-05-25,ATL001,MAT004,195
2023-05-25,ATL001,MAT005,113
2023-05-25,ATL001,MAT006,193
2023-05-25,ATL001,MAT007,241
2023-05-25,ATL001,MAT008,213
2023-05-25,ATL001,MAT009,179
2023-05-25,ATL001,MAT010,79
2023-05-25,ATL001,MAT011,143
2023-05-25,ATL001,MAT012,71
2023-05-25,ATL001,MAT013,58
2023-05-25,ATL001,MAT014,69
2023-05-25,ATL001,MAT015,191
2023-05-25,ATL001,MAT016,217
2023-05-25,ATL001,MAT017,85
2023-05-25,ATL001,MAT018,70
2023-05-25,ATL001,MAT019,198
2023-05-25,ATL001,MAT020,136
2023-05-25,ATL001,MAT021,78
2023-05-25,ATL001,MAT022,169
2023-05-25,ATL001,MAT023,189
2023-05-25,ATL001,MAT024,172
2023-05-25,ATL001,MAT025,80
2023-05-25,ATL001,MAT026,84
2023-05-25,ATL001,MAT027,157
2023-05-25,ATL001,MAT028,79
2023-05-25,ATL001,MAT029,230
2023-05-25,ATL001,MAT030,246
2023-05-25,ATL001,MAT031,91
2023-05-25,ATL001,MAT032,216
2023-05-25,ATL001,MAT033,190
2023-05-25,ATL001,MAT034,92
2023-05-25,ATL001,MAT035,158
2023-05-25,ATL001,MAT036,170
2023-05-25,ATL001,MAT037,191
2023-05-25,ATL001,MAT038,175
2023-05-25,ATL001,MAT039,152
2023-05-25,ATL001,MAT040,183
2023-05-25,ATL001,MAT041,155
2023-05-25,ATL001,MAT042,223
2023-05-25,ATL001,MAT043,77
2023-05-25,ATL001,MAT044,205
2023-05-25,ATL001,MAT045,80
2023-05-25,ATL001,MAT046,98
2023-05-25,ATL001,MAT047,120
2023-05-25,ATL001,MAT048,65
2023-05-25,ATL001,MAT049,132
2023-05-25,ATL001,MAT050,137
2023-05-26,CLV001,MAT001,160
2023-05-26,CLV001,MAT002,88
2023-05-26,CLV001,MAT003,177
2023-05-26,CLV001,MAT004,212
2023-05-26,CLV001,MAT005,117
2023-05-26,CLV001,MAT006,248
2023-05-26,CLV001,MAT007,195
2023-05-26,CLV001,MAT008,115
2023-05-26,CLV001,MAT009,140
2023-05-26,CLV001,MAT010,149
2023-05-26,CLV001,MAT011,110
2023-05-26,CLV001,MAT012,193
2023-05-26,CLV001,MAT013,149
2023-05-26,CLV001,MAT014,78
2023-05-26,CLV001,MAT015,149
2023-05-26,CLV001,MAT016,106
2023-05-26,CLV001,MAT017,70
2023-05-26,CLV001,MAT018,64
2023-05-26,CLV001,MAT019,94
2023-05-26,CLV001,MAT020,228
2023-05-26,CLV001,MAT021,143
2023-05-26,CLV001,MAT022,130
2023-05-26,CLV001,MAT023,101
2023-05-26,CLV001,MAT024,94
2023-05-26,CLV001,MAT025,236
2023-05-26,CLV001,MAT026,113
2023-05-26,CLV001,MAT027,81
2023-05-26,CLV001,MAT028,114
2023-05-26,CLV001,MAT029,168
2023-05-26,CLV001,MAT030,123
2023-05-26,CLV001,MAT031,178
2023-05-26,CLV001,MAT032,173
2023-05-26,CLV001,MAT033,113
2023-05-26,CLV001,MAT034,71
2023-05-26,CLV001,MAT035,73
2023-05-26,CLV001,MAT036,211
2023-05-26,CLV001,MAT037,168
2023-05-26,CLV001,MAT038,158
2023-05-26,CLV001,MAT039,122
2023-05-26,CLV001,MAT040,73
2023-05-26,CLV001,MAT041,123
2023-05-26,CLV001,MAT042,132
2023-05-26,CLV001,MAT043,178
2023-05-26,CLV001,MAT044,169
2023-05-26,CLV001,MAT045,57
2023-05-26,CLV001,MAT046,148
2023-05-26,CLV001,MAT047,69
2023-05-26,CLV001,MAT048,150
2023-05-26,CLV001,MAT049,194
2023-05-26,CLV001,MAT050,150
2023-05-26,ATL001,MAT001,225
2023-05-26,ATL001,MAT002,72
2023-05-26,ATL001,MAT003,181
2023-05-26,ATL001,MAT004,139
2023-05-26,ATL001,MAT005,90
2023-05-26,ATL001,MAT006,214
2023-05-26,ATL001,MAT007,148
2023-05-26,ATL001,MAT008,123
2023-05-26,ATL001,MAT009,99
2023-05-26,ATL001,MAT010,148
2023-05-26,ATL001,MAT011,154
2023-05-26,ATL001,MAT012,245
2023-05-26,ATL001,MAT013,106
2023-05-26,ATL001,MAT014,216
2023-05-26,ATL001,MAT015,162
2023-05-26,ATL001,MAT016,75
2023-05-26,ATL001,MAT017,92
2023-05-26,ATL001,MAT018,55
2023-05-26,ATL001,MAT019,186
2023-05-26,ATL001,MAT020,125
2023-05-26,ATL001,MAT021,126
2023-05-26,ATL001,MAT022,183
2023-05-26,ATL001,MAT023,187
2023-05-26,ATL001,MAT024,131
2023-05-26,ATL001,MAT025,172
2023-05-26,ATL001,MAT026,231
2023-05-26,ATL001,MAT027,68
2023-05-26,ATL001,MAT028,133
2023-05-26,ATL001,MAT029,126
2023-05-26,ATL001,MAT030,142
2023-05-26,ATL001,MAT031,160
2023-05-26,ATL001,MAT032,67
2023-05-26,ATL001,MAT033,142
2023-05-26,ATL001,MAT034,97
2023-05-26,ATL001,MAT035,124
2023-05-26,ATL001,MAT036,133
2023-05-26,ATL001,MAT037,178
2023-05-26,ATL001,MAT038,264
2023-05-26,ATL001,MAT039,156
2023-05-26,ATL001,MAT040,125
2023-05-26,ATL001,MAT041,120
2023-05-26,ATL001,MAT042,144
2023-05-26,ATL001,MAT043,152
2023-05-26,ATL001,MAT044,96
2023-05-26,ATL001,MAT045,186
2023-05-26,ATL001,MAT046,83
2023-05-26,ATL001,MAT047,170
2023-05-26,ATL001,MAT048,73
2023-05-26,ATL001,MAT049,142
2023-05-26,ATL001,MAT050,111
2023-05-27,CLV001,MAT001,82
2023-05-27,CLV001,MAT002,138
2023-05-27,CLV001,MAT003,228
2023-05-27,CLV001,MAT004,164
2023-05-27,CLV001,MAT005,47
2023-05-27,CLV001,MAT006,114
2023-05-27,CLV001,MAT007,147
2023-05-27,CLV001,MAT008,62
2023-05-27,CLV001,MAT009,200
2023-05-27,CLV001,MAT010,85
2023-05-27,CLV001,MAT011,188
2023-05-27,CLV001,MAT012,123
2023-05-27,CLV001,MAT013,248
2023-05-27,CLV001,MAT014,154
2023-05-27,CLV001,MAT015,100
2023-05-27,CLV001,MAT016,130
2023-05-27,CLV001,MAT017,105
2023-05-27,CLV001,MAT018,217
2023-05-27,CLV001,MAT019,233
2023-05-27,CLV001,MAT020,97
2023-05-27,CLV001,MAT021,238
2023-05-27,CLV001,MAT022,98
2023-05-27,CLV001,MAT023,151
2023-05-27,CLV001,MAT024,101
2023-05-27,CLV001,MAT025,185
2023-05-27,CLV001,MAT026,228
2023-05-27,CLV001,MAT027,125
2023-05-27,CLV001,MAT028,183
2023-05-27,CLV001,MAT029,253
2023-05-27,CLV001,MAT030,69
2023-05-27,CLV001,MAT031,72
2023-05-27,CLV001,MAT032,125
2023-05-27,CLV001,MAT033,98
2023-05-27,CLV001,MAT034,191
2023-05-27,CLV001,MAT035,115
2023-05-27,CLV001,MAT036,181
2023-05-27,CLV001,MAT037,102
2023-05-27,CLV001,MAT038,115
2023-05-27,CLV001,MAT039,73
2023-05-27,CLV001,MAT040,204
2023-05-27,CLV001,MAT041,139
2023-05-27,CLV001,MAT042,253
2023-05-27,CLV001,MAT043,251
2023-05-27,CLV001,MAT044,59
2023-05-27,CLV001,MAT045,99
2023-05-27,CLV001,MAT046,182
2023-05-27,CLV001,MAT047,191
2023-05-27,CLV001,MAT048,148
2023-05-27,CLV001,MAT049,77
2023-05-27,CLV001,MAT050,187
2023-05-27,ATL001,MAT001,149
2023-05-27,ATL001,MAT002,127
2023-05-27,ATL001,MAT003,203
2023-05-27,ATL001,MAT004,215
2023-05-27,ATL001,MAT005,193
2023-05-27,ATL001,MAT006,91
2023-05-27,ATL001,MAT007,164
2023-05-27,ATL001,MAT008,54
2023-05-27,ATL001,MAT009,133
2023-05-27,ATL001,MAT010,218
2023-05-27,ATL001,MAT011,238
2023-05-27,ATL001,MAT012,147
2023-05-27,ATL001,MAT013,73
2023-05-27,ATL001,MAT014,66
2023-05-27,ATL001,MAT015,220
2023-05-27,ATL001,MAT016,108
2023-05-27,ATL001,MAT017,53
2023-05-27,ATL001,MAT018,68
2023-05-27,ATL001,MAT019,62
2023-05-27,ATL001,MAT020,90
2023-05-27,ATL001,MAT021,112
2023-05-27,ATL001,MAT022,88
2023-05-27,ATL001,MAT023,212
2023-05-27,ATL001,MAT024,173
2023-05-27,ATL001,MAT025,218
2023-05-27,ATL001,MAT026,228
2023-05-27,ATL001,MAT027,108
2023-05-27,ATL001,MAT028,189
2023-05-27,ATL001,MAT029,98
2023-05-27,ATL001,MAT030,133
2023-05-27,ATL001,MAT031,140
2023-05-27,ATL001,MAT032,191
2023-05-27,ATL001,MAT033,184
2023-05-27,ATL001,MAT034,99
2023-05-27,ATL001,MAT035,211
2023-05-27,ATL001,MAT036,247
2023-05-27,ATL001,MAT037,175
2023-05-27,ATL001,MAT038,91
2023-05-27,ATL001,MAT039,237
2023-05-27,ATL001,MAT040,115
2023-05-27,ATL001,MAT041,162
2023-05-27,ATL001,MAT042,206
2023-05-27,ATL001,MAT043,82
2023-05-27,ATL001,MAT044,113
2023-05-27,ATL001,MAT045,187
2023-05-27,ATL001,MAT046,95
2023-05-27,ATL001,MAT047,233
2023-05-27,ATL001,MAT048,137
2023-05-27,ATL001,MAT049,192
2023-05-27,ATL001,MAT050,67
2023-05-28,CLV001,MAT001,151
2023-05-28,CLV001,MAT002,79
2023-05-28,CLV001,MAT003,197
2023-05-28,CLV001,MAT004,131
2023-05-28,CLV001,MAT005,216
2023-05-28,CLV001,MAT006,115
2023-05-28,CLV001,MAT007,78
2023-05-28,CLV001,MAT008,77
2023-05-28,CLV001,MAT009,78
2023-05-28,CLV001,MAT010,100
2023-05-28,CLV001,MAT011,134
2023-05-28,CLV001,MAT012,127
2023-05-28,CLV001,MAT013,74
2023-05-28,CLV001,MAT014,220
2023-05-28,CLV001,MAT015,120
2023-05-28,CLV001,MAT016,199
2023-05-28,CLV001,MAT017,145
2023-05-28,CLV001,MAT018,232
2023-05-28,CLV001,MAT019,218
2023-05-28,CLV001,MAT020,109
2023-05-28,CLV001,MAT021,87
2023-05-28,CLV001,MAT022,229
2023-05-28,CLV001,MAT023,226
2023-05-28,CLV001,MAT024,125
2023-05-28,CLV001,MAT025,130
2023-05-28,CLV001,MAT026,191
2023-05-28,CLV001,MAT027,49
2023-05-28,CLV001,MAT028,154
2023-05-28,CLV001,MAT029,134
2023-05-28,CLV001,MAT030,174
2023-05-28,CLV001,MAT031,189
2023-05-28,CLV001,MAT032,249
2023-05-28,CLV001,MAT033,82
2023-05-28,CLV001,MAT034,121
2023-05-28,CLV001,MAT035,101
2023-05-28,CLV001,MAT036,111
2023-05-28,CLV001,MAT037,153
2023-05-28,CLV001,MAT038,198
2023-05-28,CLV001,MAT039,143
2023-05-28,CLV001,MAT040,111
2023-05-28,CLV001,MAT041,185
2023-05-28,CLV001,MAT042,227
2023-05-28,CLV001,MAT043,102
2023-05-28,CLV001,MAT044,61
2023-05-28,CLV001,MAT045,139
2023-05-28,CLV001,MAT046,118
2023-05-28,CLV001,MAT047,138
2023-05-28,CLV001,MAT048,133
2023-05-28,CLV001,MAT049,219
2023-05-28,CLV001,MAT050,213
2023-05-28,ATL001,MAT001,163
2023-05-28,ATL001,MAT002,102
2023-05-28,ATL001,MAT003,269
2023-05-28,ATL001,MAT004,80
2023-05-28,ATL001,MAT005,158
2023-05-28,ATL001,MAT006,91
2023-05-28,ATL001,MAT007,149
2023-05-28,ATL001,MAT008,149
2023-05-28,ATL001,MAT009,251
2023-05-28,ATL001,MAT010,197
2023-05-28,ATL001,MAT011,201
2023-05-28,ATL001,MAT012,78
2023-05-28,ATL001,MAT013,182
2023-05-28,ATL001,MAT014,156
2023-05-28,ATL001,MAT015,178
2023-05-28,ATL001,MAT016,77
2023-05-28,ATL001,MAT017,192
2023-05-28,ATL001,MAT018,72
2023-05-28,ATL001,MAT019,180
2023-05-28,ATL001,MAT020,215
2023-05-28,ATL001,MAT021,216
2023-05-28,ATL001,MAT022,176
2023-05-28,ATL001,MAT023,181
2023-05-28,ATL001,MAT024,191
2023-05-28,ATL001,MAT025,67
2023-05-28,ATL001,MAT026,156
2023-05-28,ATL001,MAT027,66
2023-05-28,ATL001,MAT028,141
2023-05-28,ATL001,MAT029,78
2023-05-28,ATL001,MAT030,169
2023-05-28,ATL001,MAT031,147
2023-05-28,ATL001,MAT032,88
2023-05-28,ATL001,MAT033,105
2023-05-28,ATL001,MAT034,188
2023-05-28,ATL001,MAT035,181
2023-05-28,ATL001,MAT036,131
2023-05-28,ATL001,MAT037,144
2023-05-28,ATL001,MAT038,144
2023-05-28,ATL001,MAT039,60
2023-05-28,ATL001,MAT040,110
2023-05-28,ATL001,MAT041,163
2023-05-28,ATL001,MAT042,260
2023-05-28,ATL001,MAT043,99
2023-05-28,ATL001,MAT044,141
2023-05-28,ATL001,MAT045,134
2023-05-28,ATL001,MAT046,145
2023-05-28,ATL001,MAT047,149
2023-05-28,ATL001,MAT048,89
2023-05-28,ATL001,MAT049,72
2023-05-28,ATL001,MAT050,202
2023-05-29,CLV001,MAT001,117
2023-05-29,CLV001,MAT002,209
2023-05-29,CLV001,MAT003,167
2023-05-29,CLV001,MAT004,80
2023-05-29,CLV001,MAT005,228
2023-05-29,CLV001,MAT006,65
2023-05-29,CLV001,MAT007,159
2023-05-29,CLV001,MAT008,64
2023-05-29,CLV001,MAT009,141
2023-05-29,CLV001,MAT010,115
2023-05-29,CLV001,MAT011,79
2023-05-29,CLV001,MAT012,185
2023-05-29,CLV001,MAT013,222
2023-05-29,CLV001,MAT014,198
2023-05-29,CLV001,MAT015,188
2023-05-29,CLV001,MAT016,173
2023-05-29,CLV001,MAT017,82
2023-05-29,CLV001,MAT018,81
2023-05-29,CLV001,MAT019,139
2023-05-29,CLV001,MAT020,99
2023-05-29,CLV001,MAT021,78
2023-05-29,CLV001,MAT022,220
2023-05-29,CLV001,MAT023,141
2023-05-29,CLV001,MAT024,169
2023-05-29,CLV001,MAT025,159
2023-05-29,CLV001,MAT026,177
2023-05-29,CLV001,MAT027,188
2023-05-29,CLV001,MAT028,197
2023-05-29,CLV001,MAT029,192
2023-05-29,CLV001,MAT030,114
2023-05-29,CLV001,MAT031,159
2023-05-29,CLV001,MAT032,242
2023-05-29,CLV001,MAT033,263
2023-05-29,CLV001,MAT034,202
2023-05-29,CLV001,MAT035,91
2023-05-29,CLV001,MAT036,168
2023-05-29,CLV001,MAT037,139
2023-05-29,CLV001,MAT038,174
2023-05-29,CLV001,MAT039,159
2023-05-29,CLV001,MAT040,76
2023-05-29,CLV001,MAT041,200
2023-05-29,CLV001,MAT042,265
2023-05-29,CLV001,MAT043,103
2023-05-29,CLV001,MAT044,72
2023-05-29,CLV001,MAT045,143
2023-05-29,CLV001,MAT046,184
2023-05-29,CLV001,MAT047,193
2023-05-29,CLV001,MAT048,99
2023-05-29,CLV001,MAT049,217
2023-05-29,CLV001,MAT050,125
2023-05-29,ATL001,MAT001,91
2023-05-29,ATL001,MAT002,94
2023-05-29,ATL001,MAT003,208
2023-05-29,ATL001,MAT004,164
2023-05-29,ATL001,MAT005,98
2023-05-29,ATL001,MAT006,62
2023-05-29,ATL001,MAT007,69
2023-05-29,ATL001,MAT008,126
2023-05-29,ATL001,MAT009,82
2023-05-29,ATL001,MAT010,65
2023-05-29,ATL001,MAT011,100
2023-05-29,ATL001,MAT012,135
2023-05-29,ATL001,MAT013,183
2023-05-29,ATL001,MAT014,71
2023-05-29,ATL001,MAT015,190
2023-05-29,ATL001,MAT016,199
2023-05-29,ATL001,MAT017,134
2023-05-29,ATL001,MAT018,120
2023-05-29,ATL001,MAT019,57
2023-05-29,ATL001,MAT020,56
2023-05-29,ATL001,MAT021,134
2023-05-29,ATL001,MAT022,109
2023-05-29,ATL001,MAT023,59
2023-05-29,ATL001,MAT024,68
2023-05-29,ATL001,MAT025,198
2023-05-29,ATL001,MAT026,156
2023-05-29,ATL001,MAT027,153
2023-05-29,ATL001,MAT028,148
2023-05-29,ATL001,MAT029,181
2023-05-29,ATL001,MAT030,187
2023-05-29,ATL001,MAT031,158
2023-05-29,ATL001,MAT032,242
2023-05-29,ATL001,MAT033,102
