date,plant_id,material_id,quantity_on_hand
2023-07-21,CLV001,MAT014,25065
2023-07-21,CLV001,MAT015,4349
2023-07-21,CLV001,MAT016,14396
2023-07-21,CLV001,MAT017,2356
2023-07-21,CLV001,MAT018,20565
2023-07-21,CLV001,MAT019,8370
2023-07-21,CLV001,MAT020,8539
2023-07-21,CLV001,MAT021,5643
2023-07-21,CLV001,MAT022,5206
2023-07-21,CLV001,MAT023,11105
2023-07-21,CLV001,MAT024,10094
2023-07-21,CLV001,MAT025,15788
2023-07-21,CLV001,MAT026,16762
2023-07-21,CLV001,MAT027,6509
2023-07-21,CLV001,MAT028,13487
2023-07-21,CLV001,MAT029,2554
2023-07-21,CLV001,MAT030,1764
2023-07-21,CLV001,MAT031,5095
2023-07-21,CLV001,MAT032,14523
2023-07-21,CLV001,MAT033,2672
2023-07-21,CLV001,MAT034,3319
2023-07-21,CLV001,MAT035,2481
2023-07-21,CLV001,MAT036,4604
2023-07-21,CLV001,MAT037,6218
2023-07-21,CLV001,MAT038,7834
2023-07-21,CLV001,MAT039,4878
2023-07-21,CLV001,MAT040,1644
2023-07-21,CLV001,MAT041,6975
2023-07-21,CLV001,MAT042,13105
2023-07-21,CLV001,MAT043,6144
2023-07-21,CLV001,MAT044,10165
2023-07-21,CLV001,MAT045,9398
2023-07-21,CLV001,MAT046,14146
2023-07-21,CLV001,MAT047,3315
2023-07-21,CLV001,MAT048,13706
2023-07-21,CLV001,MAT049,8769
2023-07-21,CLV001,MAT050,19055
2023-07-21,ATL001,MAT001,8802
2023-07-21,ATL001,MAT002,8704
2023-07-21,ATL001,MAT003,20983
2023-07-21,ATL001,MAT004,1041
2023-07-21,ATL001,MAT005,4509
2023-07-21,ATL001,MAT006,2323
2023-07-21,ATL001,MAT007,14464
2023-07-21,ATL001,MAT008,5521
2023-07-21,ATL001,MAT009,3702
2023-07-21,ATL001,MAT010,10641
2023-07-21,ATL001,MAT011,8477
2023-07-21,ATL001,MAT012,2364
2023-07-21,ATL001,MAT013,10719
2023-07-21,ATL001,MAT014,9223
2023-07-21,ATL001,MAT015,27264
2023-07-21,ATL001,MAT016,9385
2023-07-21,ATL001,MAT017,8543
2023-07-21,ATL001,MAT018,8251
2023-07-21,ATL001,MAT019,11684
2023-07-21,ATL001,MAT020,4799
2023-07-21,ATL001,MAT021,10404
2023-07-21,ATL001,MAT022,17259
2023-07-21,ATL001,MAT023,13659
2023-07-21,ATL001,MAT024,13796
2023-07-21,ATL001,MAT025,21997
2023-07-21,ATL001,MAT026,14217
2023-07-21,ATL001,MAT027,9393
2023-07-21,ATL001,MAT028,6223
2023-07-21,ATL001,MAT029,4787
2023-07-21,ATL001,MAT030,0
2023-07-21,ATL001,MAT031,6903
2023-07-21,ATL001,MAT032,2668
2023-07-21,ATL001,MAT033,2146
2023-07-21,ATL001,MAT034,10714
2023-07-21,ATL001,MAT035,5343
2023-07-21,ATL001,MAT036,9658
2023-07-21,ATL001,MAT037,3834
2023-07-21,ATL001,MAT038,4427
2023-07-21,ATL001,MAT039,4298
2023-07-21,ATL001,MAT040,17211
2023-07-21,ATL001,MAT041,12134
2023-07-21,ATL001,MAT042,12282
2023-07-21,ATL001,MAT043,18424
2023-07-21,ATL001,MAT044,2211
2023-07-21,ATL001,MAT045,5720
2023-07-21,ATL001,MAT046,13513
2023-07-21,ATL001,MAT047,3758
2023-07-21,ATL001,MAT048,4912
2023-07-21,ATL001,MAT049,8915
2023-07-21,ATL001,MAT050,4024
2023-07-22,CLV001,MAT001,8118
2023-07-22,CLV001,MAT002,11957
2023-07-22,CLV001,MAT003,3820
2023-07-22,CLV001,MAT004,9787
2023-07-22,CLV001,MAT005,1070
2023-07-22,CLV001,MAT006,5734
2023-07-22,CLV001,MAT007,588
2023-07-22,CLV001,MAT008,13249
2023-07-22,CLV001,MAT009,12166
2023-07-22,CLV001,MAT010,20221
2023-07-22,CLV001,MAT011,12652
2023-07-22,CLV001,MAT012,5925
2023-07-22,CLV001,MAT013,6049
2023-07-22,CLV001,MAT014,25013
2023-07-22,CLV001,MAT015,4283
2023-07-22,CLV001,MAT016,14338
2023-07-22,CLV001,MAT017,2231
2023-07-22,CLV001,MAT018,20388
2023-07-22,CLV001,MAT019,8325
2023-07-22,CLV001,MAT020,8426
2023-07-22,CLV001,MAT021,5511
2023-07-22,CLV001,MAT022,5094
2023-07-22,CLV001,MAT023,11058
2023-07-22,CLV001,MAT024,9959
2023-07-22,CLV001,MAT025,15672
2023-07-22,CLV001,MAT026,16690
2023-07-22,CLV001,MAT027,6393
2023-07-22,CLV001,MAT028,13396
2023-07-22,CLV001,MAT029,2389
2023-07-22,CLV001,MAT030,1605
2023-07-22,CLV001,MAT031,5038
2023-07-22,CLV001,MAT032,14435
2023-07-22,CLV001,MAT033,2594
2023-07-22,CLV001,MAT034,3239
2023-07-22,CLV001,MAT035,2435
2023-07-22,CLV001,MAT036,4447
2023-07-22,CLV001,MAT037,6101
2023-07-22,CLV001,MAT038,7639
2023-07-22,CLV001,MAT039,4821
2023-07-22,CLV001,MAT040,1501
2023-07-22,CLV001,MAT041,6908
2023-07-22,CLV001,MAT042,13055
2023-07-22,CLV001,MAT043,6017
2023-07-22,CLV001,MAT044,10013
2023-07-22,CLV001,MAT045,9328
2023-07-22,CLV001,MAT046,14002
2023-07-22,CLV001,MAT047,3150
2023-07-22,CLV001,MAT048,13617
2023-07-22,CLV001,MAT049,8602
2023-07-22,CLV001,MAT050,18983
2023-07-22,ATL001,MAT001,8745
2023-07-22,ATL001,MAT002,8655
2023-07-22,ATL001,MAT003,20843
2023-07-22,ATL001,MAT004,979
2023-07-22,ATL001,MAT005,6094
2023-07-22,ATL001,MAT006,2273
2023-07-22,ATL001,MAT007,14381
2023-07-22,ATL001,MAT008,5379
2023-07-22,ATL001,MAT009,3644
2023-07-22,ATL001,MAT010,10530
2023-07-22,ATL001,MAT011,8340
2023-07-22,ATL001,MAT012,2286
2023-07-22,ATL001,MAT013,10629
2023-07-22,ATL001,MAT014,9161
2023-07-22,ATL001,MAT015,27153
2023-07-22,ATL001,MAT016,9213
2023-07-22,ATL001,MAT017,8458
2023-07-22,ATL001,MAT018,8135
2023-07-22,ATL001,MAT019,11523
2023-07-22,ATL001,MAT020,4762
2023-07-22,ATL001,MAT021,10256
2023-07-22,ATL001,MAT022,17202
2023-07-22,ATL001,MAT023,13595
2023-07-22,ATL001,MAT024,13662
2023-07-22,ATL001,MAT025,21907
2023-07-22,ATL001,MAT026,14113
2023-07-22,ATL001,MAT027,9266
2023-07-22,ATL001,MAT028,6112
2023-07-22,ATL001,MAT029,4711
2023-07-22,ATL001,MAT030,0
2023-07-22,ATL001,MAT031,6767
2023-07-22,ATL001,MAT032,2508
2023-07-22,ATL001,MAT033,2010
2023-07-22,ATL001,MAT034,10605
2023-07-22,ATL001,MAT035,5244
2023-07-22,ATL001,MAT036,9504
2023-07-22,ATL001,MAT037,3678
2023-07-22,ATL001,MAT038,4301
2023-07-22,ATL001,MAT039,4145
2023-07-22,ATL001,MAT040,17062
2023-07-22,ATL001,MAT041,12053
2023-07-22,ATL001,MAT042,12136
2023-07-22,ATL001,MAT043,18358
2023-07-22,ATL001,MAT044,2051
2023-07-22,ATL001,MAT045,5612
2023-07-22,ATL001,MAT046,13384
2023-07-22,ATL001,MAT047,3650
2023-07-22,ATL001,MAT048,4844
2023-07-22,ATL001,MAT049,8784
2023-07-22,ATL001,MAT050,3890
2023-07-23,CLV001,MAT001,8075
2023-07-23,CLV001,MAT002,11903
2023-07-23,CLV001,MAT003,3765
2023-07-23,CLV001,MAT004,9659
2023-07-23,CLV001,MAT005,3689
2023-07-23,CLV001,MAT006,5643
2023-07-23,CLV001,MAT007,434
2023-07-23,CLV001,MAT008,13098
2023-07-23,CLV001,MAT009,12032
2023-07-23,CLV001,MAT010,20095
2023-07-23,CLV001,MAT011,12482
2023-07-23,CLV001,MAT012,5802
2023-07-23,CLV001,MAT013,5958
2023-07-23,CLV001,MAT014,24860
2023-07-23,CLV001,MAT015,4160
2023-07-23,CLV001,MAT016,14261
2023-07-23,CLV001,MAT017,2189
2023-07-23,CLV001,MAT018,20223
2023-07-23,CLV001,MAT019,8177
2023-07-23,CLV001,MAT020,8250
2023-07-23,CLV001,MAT021,5380
2023-07-23,CLV001,MAT022,5000
2023-07-23,CLV001,MAT023,11005
2023-07-23,CLV001,MAT024,9879
2023-07-23,CLV001,MAT025,15524
2023-07-23,CLV001,MAT026,16635
2023-07-23,CLV001,MAT027,6297
2023-07-23,CLV001,MAT028,13195
2023-07-23,CLV001,MAT029,2324
2023-07-23,CLV001,MAT030,1509
2023-07-23,CLV001,MAT031,4884
2023-07-23,CLV001,MAT032,14275
2023-07-23,CLV001,MAT033,2531
2023-07-23,CLV001,MAT034,3080
2023-07-23,CLV001,MAT035,2309
2023-07-23,CLV001,MAT036,4386
2023-07-23,CLV001,MAT037,5932
2023-07-23,CLV001,MAT038,7489
2023-07-23,CLV001,MAT039,4711
2023-07-23,CLV001,MAT040,1446
2023-07-23,CLV001,MAT041,6830
2023-07-23,CLV001,MAT042,12942
2023-07-23,CLV001,MAT043,5929
2023-07-23,CLV001,MAT044,9930
2023-07-23,CLV001,MAT045,9248
2023-07-23,CLV001,MAT046,13947
2023-07-23,CLV001,MAT047,3055
2023-07-23,CLV001,MAT048,13541
2023-07-23,CLV001,MAT049,8456
2023-07-23,CLV001,MAT050,18798
2023-07-23,ATL001,MAT001,8686
2023-07-23,ATL001,MAT002,8583
2023-07-23,ATL001,MAT003,20778
2023-07-23,ATL001,MAT004,866
2023-07-23,ATL001,MAT005,7338
2023-07-23,ATL001,MAT006,2151
2023-07-23,ATL001,MAT007,14263
2023-07-23,ATL001,MAT008,5315
2023-07-23,ATL001,MAT009,3507
2023-07-23,ATL001,MAT010,10381
2023-07-23,ATL001,MAT011,8201
2023-07-23,ATL001,MAT012,2185
2023-07-23,ATL001,MAT013,10571
2023-07-23,ATL001,MAT014,9087
2023-07-23,ATL001,MAT015,27000
2023-07-23,ATL001,MAT016,9174
2023-07-23,ATL001,MAT017,8406
2023-07-23,ATL001,MAT018,8002
2023-07-23,ATL001,MAT019,11422
2023-07-23,ATL001,MAT020,4601
2023-07-23,ATL001,MAT021,10132
2023-07-23,ATL001,MAT022,17101
2023-07-23,ATL001,MAT023,13499
2023-07-23,ATL001,MAT024,13575
2023-07-23,ATL001,MAT025,21758
2023-07-23,ATL001,MAT026,14029
2023-07-23,ATL001,MAT027,9174
2023-07-23,ATL001,MAT028,5983
2023-07-23,ATL001,MAT029,4565
2023-07-23,ATL001,MAT030,0
2023-07-23,ATL001,MAT031,6609
2023-07-23,ATL001,MAT032,2342
2023-07-23,ATL001,MAT033,1914
2023-07-23,ATL001,MAT034,10528
2023-07-23,ATL001,MAT035,5157
2023-07-23,ATL001,MAT036,9383
2023-07-23,ATL001,MAT037,3498
2023-07-23,ATL001,MAT038,4157
2023-07-23,ATL001,MAT039,4034
2023-07-23,ATL001,MAT040,16927
2023-07-23,ATL001,MAT041,11998
2023-07-23,ATL001,MAT042,12027
2023-07-23,ATL001,MAT043,18243
2023-07-23,ATL001,MAT044,1948
2023-07-23,ATL001,MAT045,5541
2023-07-23,ATL001,MAT046,13298
2023-07-23,ATL001,MAT047,3493
2023-07-23,ATL001,MAT048,4781
2023-07-23,ATL001,MAT049,8703
2023-07-23,ATL001,MAT050,3815
2023-07-24,CLV001,MAT001,7999
2023-07-24,CLV001,MAT002,11855
2023-07-24,CLV001,MAT003,3604
2023-07-24,CLV001,MAT004,9563
2023-07-24,CLV001,MAT005,3597
2023-07-24,CLV001,MAT006,5532
2023-07-24,CLV001,MAT007,293
2023-07-24,CLV001,MAT008,13010
2023-07-24,CLV001,MAT009,11846
2023-07-24,CLV001,MAT010,20028
2023-07-24,CLV001,MAT011,12309
2023-07-24,CLV001,MAT012,5739
2023-07-24,CLV001,MAT013,5797
2023-07-24,CLV001,MAT014,24746
2023-07-24,CLV001,MAT015,4003
2023-07-24,CLV001,MAT016,14142
2023-07-24,CLV001,MAT017,2066
2023-07-24,CLV001,MAT018,20100
2023-07-24,CLV001,MAT019,8094
2023-07-24,CLV001,MAT020,8114
2023-07-24,CLV001,MAT021,8106
2023-07-24,CLV001,MAT022,4908
2023-07-24,CLV001,MAT023,10897
2023-07-24,CLV001,MAT024,9681
2023-07-24,CLV001,MAT025,15392
2023-07-24,CLV001,MAT026,16451
2023-07-24,CLV001,MAT027,6169
2023-07-24,CLV001,MAT028,13091
2023-07-24,CLV001,MAT029,3904
2023-07-24,CLV001,MAT030,1401
2023-07-24,CLV001,MAT031,4745
2023-07-24,CLV001,MAT032,14147
2023-07-24,CLV001,MAT033,2464
2023-07-24,CLV001,MAT034,3025
2023-07-24,CLV001,MAT035,2217
2023-07-24,CLV001,MAT036,4223
2023-07-24,CLV001,MAT037,9730
2023-07-24,CLV001,MAT038,7355
2023-07-24,CLV001,MAT039,4594
2023-07-24,CLV001,MAT040,1388
2023-07-24,CLV001,MAT041,6713
2023-07-24,CLV001,MAT042,12840
2023-07-24,CLV001,MAT043,5878
2023-07-24,CLV001,MAT044,9865
2023-07-24,CLV001,MAT045,9171
2023-07-24,CLV001,MAT046,13842
2023-07-24,CLV001,MAT047,2999
2023-07-24,CLV001,MAT048,13460
2023-07-24,CLV001,MAT049,8310
2023-07-24,CLV001,MAT050,18672
2023-07-24,ATL001,MAT001,8629
2023-07-24,ATL001,MAT002,8443
2023-07-24,ATL001,MAT003,20618
2023-07-24,ATL001,MAT004,754
2023-07-24,ATL001,MAT005,7237
2023-07-24,ATL001,MAT006,2035
2023-07-24,ATL001,MAT007,14144
2023-07-24,ATL001,MAT008,5192
2023-07-24,ATL001,MAT009,3371
2023-07-24,ATL001,MAT010,10283
2023-07-24,ATL001,MAT011,8045
2023-07-24,ATL001,MAT012,2062
2023-07-24,ATL001,MAT013,10485
2023-07-24,ATL001,MAT014,8945
2023-07-24,ATL001,MAT015,26928
2023-07-24,ATL001,MAT016,9068
2023-07-24,ATL001,MAT017,8313
2023-07-24,ATL001,MAT018,7942
2023-07-24,ATL001,MAT019,11305
2023-07-24,ATL001,MAT020,4503
2023-07-24,ATL001,MAT021,9993
2023-07-24,ATL001,MAT022,16983
2023-07-24,ATL001,MAT023,13411
2023-07-24,ATL001,MAT024,13450
2023-07-24,ATL001,MAT025,21594
2023-07-24,ATL001,MAT026,13912
2023-07-24,ATL001,MAT027,10234
2023-07-24,ATL001,MAT028,5845
2023-07-24,ATL001,MAT029,4385
2023-07-24,ATL001,MAT030,1284
2023-07-24,ATL001,MAT031,6521
2023-07-24,ATL001,MAT032,2242
2023-07-24,ATL001,MAT033,1824
2023-07-24,ATL001,MAT034,10413
2023-07-24,ATL001,MAT035,4988
2023-07-24,ATL001,MAT036,9295
2023-07-24,ATL001,MAT037,3445
2023-07-24,ATL001,MAT038,4096
2023-07-24,ATL001,MAT039,3941
2023-07-24,ATL001,MAT040,16846
2023-07-24,ATL001,MAT041,11861
2023-07-24,ATL001,MAT042,11985
2023-07-24,ATL001,MAT043,18176
2023-07-24,ATL001,MAT044,1883
2023-07-24,ATL001,MAT045,5367
2023-07-24,ATL001,MAT046,13168
2023-07-24,ATL001,MAT047,3432
2023-07-24,ATL001,MAT048,4742
2023-07-24,ATL001,MAT049,8623
2023-07-24,ATL001,MAT050,3690
2023-07-25,CLV001,MAT001,7935
2023-07-25,CLV001,MAT002,11707
2023-07-25,CLV001,MAT003,3548
2023-07-25,CLV001,MAT004,9504
2023-07-25,CLV001,MAT005,3533
2023-07-25,CLV001,MAT006,5365
2023-07-25,CLV001,MAT007,203
2023-07-25,CLV001,MAT008,12947
2023-07-25,CLV001,MAT009,11763
2023-07-25,CLV001,MAT010,19868
2023-07-25,CLV001,MAT011,12242
2023-07-25,CLV001,MAT012,5596
2023-07-25,CLV001,MAT013,5672
2023-07-25,CLV001,MAT014,24701
2023-07-25,CLV001,MAT015,3915
2023-07-25,CLV001,MAT016,14021
2023-07-25,CLV001,MAT017,1950
2023-07-25,CLV001,MAT018,20001
2023-07-25,CLV001,MAT019,8030
2023-07-25,CLV001,MAT020,7967
2023-07-25,CLV001,MAT021,8052
2023-07-25,CLV001,MAT022,4857
2023-07-25,CLV001,MAT023,10835
2023-07-25,CLV001,MAT024,9583
2023-07-25,CLV001,MAT025,15249
2023-07-25,CLV001,MAT026,16346
2023-07-25,CLV001,MAT027,6133
2023-07-25,CLV001,MAT028,12940
2023-07-25,CLV001,MAT029,3820
2023-07-25,CLV001,MAT030,1260
2023-07-25,CLV001,MAT031,4612
2023-07-25,CLV001,MAT032,14011
2023-07-25,CLV001,MAT033,2322
2023-07-25,CLV001,MAT034,2829
2023-07-25,CLV001,MAT035,2127
2023-07-25,CLV001,MAT036,4181
2023-07-25,CLV001,MAT037,9604
2023-07-25,CLV001,MAT038,7224
2023-07-25,CLV001,MAT039,4496
2023-07-25,CLV001,MAT040,1276
2023-07-25,CLV001,MAT041,6564
2023-07-25,CLV001,MAT042,13938
2023-07-25,CLV001,MAT043,5832
2023-07-25,CLV001,MAT044,9728
2023-07-25,CLV001,MAT045,9107
2023-07-25,CLV001,MAT046,13637
2023-07-25,CLV001,MAT047,2879
2023-07-25,CLV001,MAT048,13354
2023-07-25,CLV001,MAT049,8168
2023-07-25,CLV001,MAT050,18538
2023-07-25,ATL001,MAT001,8460
2023-07-25,ATL001,MAT002,8291
2023-07-25,ATL001,MAT003,20523
2023-07-25,ATL001,MAT004,707
2023-07-25,ATL001,MAT005,9969
2023-07-25,ATL001,MAT006,1990
2023-07-25,ATL001,MAT007,14074
2023-07-25,ATL001,MAT008,5042
2023-07-25,ATL001,MAT009,3297
2023-07-25,ATL001,MAT010,10196
2023-07-25,ATL001,MAT011,7974
2023-07-25,ATL001,MAT012,1969
2023-07-25,ATL001,MAT013,10406
2023-07-25,ATL001,MAT014,8821
2023-07-25,ATL001,MAT015,26839
2023-07-25,ATL001,MAT016,8981
2023-07-25,ATL001,MAT017,8255
2023-07-25,ATL001,MAT018,7757
2023-07-25,ATL001,MAT019,11197
2023-07-25,ATL001,MAT020,4369
2023-07-25,ATL001,MAT021,9950
2023-07-25,ATL001,MAT022,16847
2023-07-25,ATL001,MAT023,13352
2023-07-25,ATL001,MAT024,13328
2023-07-25,ATL001,MAT025,21449
2023-07-25,ATL001,MAT026,13789
2023-07-25,ATL001,MAT027,10098
2023-07-25,ATL001,MAT028,5698
2023-07-25,ATL001,MAT029,4345
2023-07-25,ATL001,MAT030,2678
2023-07-25,ATL001,MAT031,6339
2023-07-25,ATL001,MAT032,2158
2023-07-25,ATL001,MAT033,1623
2023-07-25,ATL001,MAT034,10320
2023-07-25,ATL001,MAT035,4923
2023-07-25,ATL001,MAT036,9212
2023-07-25,ATL001,MAT037,3342
2023-07-25,ATL001,MAT038,3984
2023-07-25,ATL001,MAT039,3857
2023-07-25,ATL001,MAT040,16776
2023-07-25,ATL001,MAT041,11684
2023-07-25,ATL001,MAT042,11872
2023-07-25,ATL001,MAT043,18034
2023-07-25,ATL001,MAT044,4623
2023-07-25,ATL001,MAT045,5305
2023-07-25,ATL001,MAT046,13058
2023-07-25,ATL001,MAT047,3299
2023-07-25,ATL001,MAT048,4636
2023-07-25,ATL001,MAT049,8471
2023-07-25,ATL001,MAT050,3643
2023-07-26,CLV001,MAT001,7842
2023-07-26,CLV001,MAT002,11620
2023-07-26,CLV001,MAT003,3395
2023-07-26,CLV001,MAT004,9318
2023-07-26,CLV001,MAT005,3390
2023-07-26,CLV001,MAT006,5233
2023-07-26,CLV001,MAT007,15
2023-07-26,CLV001,MAT008,12844
2023-07-26,CLV001,MAT009,11672
2023-07-26,CLV001,MAT010,19764
2023-07-26,CLV001,MAT011,12158
2023-07-26,CLV001,MAT012,5472
2023-07-26,CLV001,MAT013,5564
2023-07-26,CLV001,MAT014,24625
2023-07-26,CLV001,MAT015,3750
2023-07-26,CLV001,MAT016,13947
2023-07-26,CLV001,MAT017,1888
2023-07-26,CLV001,MAT018,19894
2023-07-26,CLV001,MAT019,7851
2023-07-26,CLV001,MAT020,7863
2023-07-26,CLV001,MAT021,7964
2023-07-26,CLV001,MAT022,4697
2023-07-26,CLV001,MAT023,10725
2023-07-26,CLV001,MAT024,9498
2023-07-26,CLV001,MAT025,15071
2023-07-26,CLV001,MAT026,16267
2023-07-26,CLV001,MAT027,6024
2023-07-26,CLV001,MAT028,12852
2023-07-26,CLV001,MAT029,5852
2023-07-26,CLV001,MAT030,1135
2023-07-26,CLV001,MAT031,4469
2023-07-26,CLV001,MAT032,13875
2023-07-26,CLV001,MAT033,2237
2023-07-26,CLV001,MAT034,2758
2023-07-26,CLV001,MAT035,2073
2023-07-26,CLV001,MAT036,4078
2023-07-26,CLV001,MAT037,9525
2023-07-26,CLV001,MAT038,7168
2023-07-26,CLV001,MAT039,4460
2023-07-26,CLV001,MAT040,1205
2023-07-26,CLV001,MAT041,6464
2023-07-26,CLV001,MAT042,13828
2023-07-26,CLV001,MAT043,5722
2023-07-26,CLV001,MAT044,9621
2023-07-26,CLV001,MAT045,9023
2023-07-26,CLV001,MAT046,13520
2023-07-26,CLV001,MAT047,2723
2023-07-26,CLV001,MAT048,13244
2023-07-26,CLV001,MAT049,8089
2023-07-26,CLV001,MAT050,18379
2023-07-26,ATL001,MAT001,8406
2023-07-26,ATL001,MAT002,8204
2023-07-26,ATL001,MAT003,20345
2023-07-26,ATL001,MAT004,554
2023-07-26,ATL001,MAT005,9894
2023-07-26,ATL001,MAT006,1925
2023-07-26,ATL001,MAT007,13942
2023-07-26,ATL001,MAT008,4977
2023-07-26,ATL001,MAT009,3228
2023-07-26,ATL001,MAT010,10116
2023-07-26,ATL001,MAT011,7916
2023-07-26,ATL001,MAT012,1828
2023-07-26,ATL001,MAT013,10348
2023-07-26,ATL001,MAT014,8751
2023-07-26,ATL001,MAT015,26713
2023-07-26,ATL001,MAT016,10460
2023-07-26,ATL001,MAT017,8183
2023-07-26,ATL001,MAT018,7574
2023-07-26,ATL001,MAT019,11137
2023-07-26,ATL001,MAT020,4253
2023-07-26,ATL001,MAT021,9809
2023-07-26,ATL001,MAT022,16720
2023-07-26,ATL001,MAT023,13273
2023-07-26,ATL001,MAT024,13252
2023-07-26,ATL001,MAT025,21381
2023-07-26,ATL001,MAT026,13696
2023-07-26,ATL001,MAT027,10037
2023-07-26,ATL001,MAT028,5627
2023-07-26,ATL001,MAT029,4223
2023-07-26,ATL001,MAT030,5373
2023-07-26,ATL001,MAT031,6230
2023-07-26,ATL001,MAT032,2120
2023-07-26,ATL001,MAT033,1529
2023-07-26,ATL001,MAT034,10227
2023-07-26,ATL001,MAT035,4833
2023-07-26,ATL001,MAT036,9142
2023-07-26,ATL001,MAT037,3223
2023-07-26,ATL001,MAT038,3873
2023-07-26,ATL001,MAT039,3725
2023-07-26,ATL001,MAT040,16720
2023-07-26,ATL001,MAT041,11554
2023-07-26,ATL001,MAT042,11795
2023-07-26,ATL001,MAT043,17990
2023-07-26,ATL001,MAT044,7469
2023-07-26,ATL001,MAT045,5241
2023-07-26,ATL001,MAT046,12905
2023-07-26,ATL001,MAT047,3123
2023-07-26,ATL001,MAT048,4495
2023-07-26,ATL001,MAT049,8387
2023-07-26,ATL001,MAT050,3510
2023-07-27,CLV001,MAT001,7723
2023-07-27,CLV001,MAT002,11560
2023-07-27,CLV001,MAT003,3205
2023-07-27,CLV001,MAT004,9254
2023-07-27,CLV001,MAT005,3295
2023-07-27,CLV001,MAT006,5148
2023-07-27,CLV001,MAT007,1631
2023-07-27,CLV001,MAT008,12783
2023-07-27,CLV001,MAT009,11604
2023-07-27,CLV001,MAT010,19698
2023-07-27,CLV001,MAT011,12066
2023-07-27,CLV001,MAT012,5406
2023-07-27,CLV001,MAT013,5455
2023-07-27,CLV001,MAT014,24451
2023-07-27,CLV001,MAT015,3645
2023-07-27,CLV001,MAT016,13860
2023-07-27,CLV001,MAT017,1764
2023-07-27,CLV001,MAT018,19736
2023-07-27,CLV001,MAT019,7787
2023-07-27,CLV001,MAT020,7779
2023-07-27,CLV001,MAT021,7911
2023-07-27,CLV001,MAT022,4576
2023-07-27,CLV001,MAT023,10598
2023-07-27,CLV001,MAT024,9358
2023-07-27,CLV001,MAT025,15007
2023-07-27,CLV001,MAT026,16185
2023-07-27,CLV001,MAT027,5978
2023-07-27,CLV001,MAT028,12800
2023-07-27,CLV001,MAT029,7622
2023-07-27,CLV001,MAT030,1000
2023-07-27,CLV001,MAT031,4414
2023-07-27,CLV001,MAT032,13742
2023-07-27,CLV001,MAT033,2175
2023-07-27,CLV001,MAT034,2638
2023-07-27,CLV001,MAT035,1908
2023-07-27,CLV001,MAT036,3902
2023-07-27,CLV001,MAT037,9428
2023-07-27,CLV001,MAT038,7042
2023-07-27,CLV001,MAT039,4406
2023-07-27,CLV001,MAT040,1127
2023-07-27,CLV001,MAT041,6302
2023-07-27,CLV001,MAT042,13739
2023-07-27,CLV001,MAT043,5613
2023-07-27,CLV001,MAT044,9528
2023-07-27,CLV001,MAT045,8919
2023-07-27,CLV001,MAT046,13388
2023-07-27,CLV001,MAT047,2670
2023-07-27,CLV001,MAT048,13140
2023-07-27,CLV001,MAT049,7944
2023-07-27,CLV001,MAT050,18288
2023-07-27,ATL001,MAT001,8333
2023-07-27,ATL001,MAT002,8067
2023-07-27,ATL001,MAT003,20298
2023-07-27,ATL001,MAT004,410
2023-07-27,ATL001,MAT005,9773
2023-07-27,ATL001,MAT006,1831
2023-07-27,ATL001,MAT007,13876
2023-07-27,ATL001,MAT008,4870
2023-07-27,ATL001,MAT009,3062
2023-07-27,ATL001,MAT010,9992
2023-07-27,ATL001,MAT011,7860
2023-07-27,ATL001,MAT012,1739
2023-07-27,ATL001,MAT013,10250
2023-07-27,ATL001,MAT014,8654
2023-07-27,ATL001,MAT015,26660
2023-07-27,ATL001,MAT016,10374
2023-07-27,ATL001,MAT017,8120
2023-07-27,ATL001,MAT018,7481
2023-07-27,ATL001,MAT019,11070
2023-07-27,ATL001,MAT020,4205
2023-07-27,ATL001,MAT021,9681
2023-07-27,ATL001,MAT022,16612
2023-07-27,ATL001,MAT023,13193
2023-07-27,ATL001,MAT024,13192
2023-07-27,ATL001,MAT025,21340
2023-07-27,ATL001,MAT026,13600
2023-07-27,ATL001,MAT027,9877
2023-07-27,ATL001,MAT028,5542
2023-07-27,ATL001,MAT029,4099
2023-07-27,ATL001,MAT030,7549
2023-07-27,ATL001,MAT031,6085
2023-07-27,ATL001,MAT032,2054
2023-07-27,ATL001,MAT033,1415
2023-07-27,ATL001,MAT034,10147
2023-07-27,ATL001,MAT035,4771
2023-07-27,ATL001,MAT036,9062
2023-07-27,ATL001,MAT037,3166
2023-07-27,ATL001,MAT038,3820
2023-07-27,ATL001,MAT039,3536
2023-07-27,ATL001,MAT040,16585
2023-07-27,ATL001,MAT041,11491
2023-07-27,ATL001,MAT042,11699
2023-07-27,ATL001,MAT043,17882
2023-07-27,ATL001,MAT044,7335
2023-07-27,ATL001,MAT045,5078
2023-07-27,ATL001,MAT046,12822
2023-07-27,ATL001,MAT047,3069
2023-07-27,ATL001,MAT048,4451
2023-07-27,ATL001,MAT049,8346
2023-07-27,ATL001,MAT050,3443
2023-07-28,CLV001,MAT001,7624
2023-07-28,CLV001,MAT002,11431
2023-07-28,CLV001,MAT003,3056
2023-07-28,CLV001,MAT004,9206
2023-07-28,CLV001,MAT005,6146
2023-07-28,CLV001,MAT006,5046
2023-07-28,CLV001,MAT007,4155
2023-07-28,CLV001,MAT008,12636
2023-07-28,CLV001,MAT009,11522
2023-07-28,CLV001,MAT010,19595
2023-07-28,CLV001,MAT011,11883
2023-07-28,CLV001,MAT012,5312
