communication_id,date,vendor_id,direction,subject,message
COMM0117,2023-01-24,VEN006,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT015 instead of MAT015. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0118,2023-01-25,VEN014,from_vendor,Urgent: Batch Issue,"Got some bad news - our QA team flagged batch 3939 after it had already shipped. The MAT006 in that batch has elevated moisture levels which could cause spoilage issues. Please pull it from your inventory ASAP. I know this is a pain, especially if you're running low. Let me know and we can expedite a replacement shipment."
COMM0119,2023-01-25,VEN011,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0120,2023-01-25,VEN002,to_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0121,2023-01-26,VEN002,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0122,2023-01-27,VEN007,to_vendor,Quality Certificate,Attached please find the Q1 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0123,2023-01-27,VEN003,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0124,2023-01-28,VEN007,to_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0125,2023-01-29,VEN001,from_vendor,Product Recall Notification,"Dear Valued Customer,

We are issuing a voluntary recall for MAT030 batch 5834 due to quality concerns identified during post-production testing. While there is no immediate safety risk, the product does not meet our quality standards. Please quarantine and dispose of any remaining inventory from this batch. Contact us at your earliest convenience to arrange credit. We apologize for any inconvenience.

Best regards,
Customer Care Team"
COMM0126,2023-01-29,VEN010,to_vendor,Delivery Confirmation,Just confirming that PO86230 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0127,2023-01-29,VEN005,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0128,2023-01-30,VEN020,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT004 instead of MAT040. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0129,2023-01-31,VEN005,from_vendor,FW: Production Error,"---------- Forwarded message ---------
Subject: Production Error - Batch 7681

Production team reports that batch 7681 was manufactured with incorrect ingredient ratios. All MAT031 from this batch must be recalled.

---
Please dispose of any inventory from this batch. We'll credit your account and expedite replacement. Apologies for the error."
COMM0130,2023-01-31,VEN012,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0131,2023-01-31,VEN004,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-9272. If you received this batch (shipped between 01/17 and 01/24), please quarantine immediately and contact us. Full details in attached notice."
COMM0132,2023-02-01,VEN006,to_vendor,Delivery Confirmation,Just confirming that PO43945 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0133,2023-02-01,VEN016,to_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0134,2023-02-02,VEN019,from_vendor,Shelf Life Issue,"Hey, we need to talk about batch 8500. Our stability team just flagged it - the shelf life is going to be much shorter than we thought due to a processing issue. If you still have any MAT014 from that batch, it's probably already degraded. Please dispose and let me know the quantity. We'll make it right."
COMM0135,2023-02-02,VEN006,from_vendor,RE: Batch 9638 Issue,"Just wanted to follow up on our conversation this morning. Yes, unfortunately we need you to dispose of batch 9638. The pH levels are off and it could affect your final product quality. I know this is inconvenient but we'd rather be safe. Credit will be on your next invoice. -Lisa"
COMM0136,2023-02-02,VEN016,to_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0137,2023-02-03,VEN005,from_vendor,RE: Update,"Got it, thanks!"
COMM0138,2023-02-04,VEN014,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0139,2023-02-05,VEN001,from_vendor,Quality Issue - Batch 5293,"Hi team, hope everyone is doing well! Just wanted to reach out about batch 5293 of MAT008. We noticed some inconsistencies during QA testing - nothing major but out of abundance of caution we recommend disposing of units from that batch. Let me know if you have questions! Best, Sarah"
COMM0140,2023-02-05,VEN014,to_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0141,2023-02-06,VEN020,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0142,2023-02-06,VEN009,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0143,2023-02-07,VEN014,from_vendor,RE: Urgent - Batch 1760,Following up on my voicemail - we have a serious problem with batch 1760. The MAT047 was stored at incorrect temperatures during warehousing which has compromised quality. You need to dispose of any remaining inventory immediately. I'm expediting a replacement order at no charge. Call me if you have questions.
COMM0144,2023-02-07,VEN007,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-4709. If you received this batch (shipped between 01/24 and 01/31), please quarantine immediately and contact us. Full details in attached notice."
COMM0145,2023-02-07,VEN009,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0146,2023-02-08,VEN007,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0147,2023-02-08,VEN006,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0148,2023-02-09,VEN009,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0149,2023-02-09,VEN017,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0150,2023-02-10,VEN018,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0151,2023-02-11,VEN016,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0152,2023-02-12,VEN001,from_vendor,Urgent: Batch Issue,"Got some bad news - our QA team flagged batch 2813 after it had already shipped. The MAT020 in that batch has elevated moisture levels which could cause spoilage issues. Please pull it from your inventory ASAP. I know this is a pain, especially if you're running low. Let me know and we can expedite a replacement shipment."
COMM0153,2023-02-12,VEN019,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0154,2023-02-12,VEN001,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0155,2023-02-13,VEN008,from_vendor,Delivery Confirmation,Just confirming that PO75129 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0156,2023-02-14,VEN006,from_vendor,FW: Recall Notice - MAT046,"---------- Forwarded message ---------
From: QA Department
Date: Tue, Feb 14, 2023
Subject: Recall Notice

Attention: Batch 7263 of MAT046 has failed our internal quality standards. All customers who received this batch should dispose of remaining inventory immediately. Contact customer service for replacement or refund."
COMM0157,2023-02-14,VEN007,from_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-60393 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0158,2023-02-15,VEN019,from_vendor,RE: Your recent order,"Hi there, hope you're having a good week despite me about to make it worse :( We found a problem with batch 3771 of MAT010. Long story short - temperature control issue during production. The product is safe but quality is compromised. Need you to dispose of any remaining units. Full credit will be applied to your account. So sorry!"
COMM0159,2023-02-15,VEN012,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0160,2023-02-15,VEN001,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0161,2023-02-16,VEN009,from_vendor,Quality Alert: MAT020,"QUALITY ALERT

Date: 02/16/2023
Product: MAT020
Batch: 2941
Issue: Microbial contamination detected
Action: Immediate disposal required

This is a precautionary measure. Please confirm disposal and provide disposal documentation for our records."
COMM0162,2023-02-16,VEN013,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0163,2023-02-16,VEN006,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0164,2023-02-17,VEN018,to_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0165,2023-02-17,VEN016,to_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0166,2023-02-18,VEN016,from_vendor,RE: Product Quality Concern,"Following up on our call - after reviewing the lab results, we need you to pull batch 5188 from your inventory. The contamination levels are borderline but we don't want to take any chances. Credit memo will be issued within 48 hours. Sorry for the hassle!"
COMM0167,2023-02-18,VEN015,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-2907. If you received this batch (shipped between 02/04 and 02/11), please quarantine immediately and contact us. Full details in attached notice."
COMM0168,2023-02-19,VEN001,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0169,2023-02-20,VEN007,from_vendor,Account Review,"Hey! It's been a while since we've connected. Would love to schedule a quarterly business review to go over your account, discuss any concerns, and see if there are ways we can better support you. How does next Tuesday look?"
COMM0170,2023-02-20,VEN003,to_vendor,RE: Quick question,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0171,2023-02-21,VEN007,from_vendor,Critical Quality Issue,CRITICAL: Batch 2434 of MAT020 has failed our quality standards for purity. Testing revealed trace amounts of an undeclared ingredient. This is a serious issue and we need immediate disposal of all units from this batch. Full investigation underway. Please call me directly at 555-0199. -Robert
COMM0172,2023-02-21,VEN008,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0173,2023-02-21,VEN010,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0174,2023-02-22,VEN001,from_vendor,URGENT - Quality Alert,"URGENT - Quality Alert

Batch: 9484
Material: MAT012
Issue: Failed moisture content test
Action Required: Quarantine and dispose

Please confirm receipt.

Regards,
Quality Assurance Team"
COMM0175,2023-02-22,VEN007,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0176,2023-02-23,VEN012,from_vendor,Quality Control Alert,Attention: We have identified a quality issue with MAT003 batch 8902 shipped on February 19. Our quality control team has determined that this batch does not meet our standards. Please remove from inventory and dispose according to your standard procedures. Replacement shipment can be expedited if needed.
COMM0177,2023-02-23,VEN009,to_vendor,RE: Update,"Hey, did you get my voicemail from yesterday? Give me a call when you have a chance. Thanks!"
COMM0178,2023-02-23,VEN018,to_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-85226 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0179,2023-02-24,VEN010,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0180,2023-02-24,VEN003,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0181,2023-02-25,VEN002,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0182,2023-02-26,VEN012,from_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0183,2023-02-27,VEN016,from_vendor,RE: Your recent order,"Hi there, hope you're having a good week despite me about to make it worse :( We found a problem with batch 6845 of MAT036. Long story short - temperature control issue during production. The product is safe but quality is compromised. Need you to dispose of any remaining units. Full credit will be applied to your account. So sorry!"
COMM0184,2023-02-27,VEN007,from_vendor,Price Update,Hi there! Just a heads up that we're adjusting our pricing structure starting next quarter. Nothing dramatic - mostly just keeping pace with market conditions. I'll send over the updated rate sheet by end of week. Let me know if you want to hop on a call to discuss. Cheers!
COMM0185,2023-02-28,VEN007,from_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-54213 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0186,2023-02-28,VEN011,to_vendor,Survey Request,We're always looking to improve! Would you mind taking 2 minutes to fill out our customer satisfaction survey? Your feedback really helps us serve you better. Link: [survey link]. Thanks in advance!
COMM0187,2023-03-01,VEN020,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0188,2023-03-02,VEN015,to_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0189,2023-03-02,VEN008,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0190,2023-03-03,VEN007,to_vendor,Quality Certificate,Attached please find the Q1 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0191,2023-03-04,VEN008,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0192,2023-03-05,VEN006,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-1360. If you received this batch (shipped between 02/19 and 02/26), please quarantine immediately and contact us. Full details in attached notice."
COMM0193,2023-03-05,VEN004,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT035 instead of MAT044. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0194,2023-03-06,VEN018,from_vendor,New Product Line,"EXCITING NEWS! We've just launched our new organic product line and I think you're going to love it. Premium quality, competitive pricing, and all the certifications you need. Want to schedule a tasting? Let me know! -Jennifer"
COMM0195,2023-03-07,VEN001,from_vendor,Quality Certificate,Attached please find the Q3 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0196,2023-03-08,VEN002,from_vendor,Sample Request Follow-up,Hi! Just checking in on those samples we sent last week. Have you had a chance to test them out? Would love to hear your thoughts and see if it's something you'd want to add to your regular orders.
COMM0197,2023-03-08,VEN017,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-1562. If you received this batch (shipped between 02/22 and 03/01), please quarantine immediately and contact us. Full details in attached notice."
COMM0198,2023-03-09,VEN019,to_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-40766 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0199,2023-03-10,VEN017,from_vendor,RE: Urgent - Batch 3401,Following up on my voicemail - we have a serious problem with batch 3401. The MAT035 was stored at incorrect temperatures during warehousing which has compromised quality. You need to dispose of any remaining inventory immediately. I'm expediting a replacement order at no charge. Call me if you have questions.
COMM0200,2023-03-10,VEN001,from_vendor,Delivery Confirmation,Just confirming that PO14071 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0201,2023-03-10,VEN001,to_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0202,2023-03-11,VEN013,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0203,2023-03-11,VEN010,to_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0204,2023-03-12,VEN012,from_vendor,URGENT - Quality Alert,"URGENT - Quality Alert

Batch: 8420
Material: MAT021
Issue: Failed moisture content test
Action Required: Quarantine and dispose

Please confirm receipt.

Regards,
Quality Assurance Team"
COMM0205,2023-03-12,VEN010,to_vendor,Quality Certificate,Attached please find the Q3 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0206,2023-03-12,VEN015,to_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-7941. If you received this batch (shipped between 02/26 and 03/05), please quarantine immediately and contact us. Full details in attached notice."
COMM0207,2023-03-13,VEN017,from_vendor,Shelf Life Issue,"Hey, we need to talk about batch 8669. Our stability team just flagged it - the shelf life is going to be much shorter than we thought due to a processing issue. If you still have any MAT038 from that batch, it's probably already degraded. Please dispose and let me know the quantity. We'll make it right."
COMM0208,2023-03-13,VEN019,from_vendor,RE: Your order,"Got it, thanks!"
COMM0209,2023-03-13,VEN012,from_vendor,RE: Follow up,"Got it, thanks!"
COMM0210,2023-03-14,VEN020,from_vendor,URGENT: Do Not Use,"URGENT MESSAGE

DO NOT USE batch 8817 of MAT003. We have discovered a labeling error - the batch contains a different formulation than indicated. Using this product could result in production failures. Please confirm immediate quarantine. Emergency replacement available."
COMM0211,2023-03-14,VEN007,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0212,2023-03-14,VEN016,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0213,2023-03-15,VEN019,from_vendor,Holiday Schedule,Happy holidays! Quick note that our warehouse will be closed Dec 24-26 for the holiday. Last orders need to be in by Dec 20th to guarantee delivery before the break. We'll be back at full capacity on the 27th. Thanks!
COMM0214,2023-03-15,VEN006,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0215,2023-03-16,VEN005,from_vendor,Product Quality Issue - 03/16/2023,"Quick update on a situation we're dealing with: batch 6663 of MAT027 has been flagged for quality issues. Our lab found some inconsistencies that put it outside our acceptable range. If you have any inventory from this batch, please quarantine it and let us know the quantity. We'll get a replacement order processed right away. Thanks for understanding!"
COMM0216,2023-03-16,VEN010,from_vendor,Contamination Alert,"Hi, we have a situation. Batch 7017 (MAT029) was produced on equipment that wasn't properly cleaned after running an allergen-containing product. If you have any of this batch, it needs to be disposed of immediately for allergen cross-contamination concerns. So sorry - this should never have happened."
COMM0217,2023-03-16,VEN020,from_vendor,Shipping Error,"Ugh, so sorry but we made a mistake on your last shipment - sent you 500 units of MAT048 instead of MAT013. Can we arrange a swap? Our driver can pick up the wrong items when he delivers the correct ones."
COMM0218,2023-03-16,VEN006,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-1807. If you received this batch (shipped between 03/02 and 03/09), please quarantine immediately and contact us. Full details in attached notice."
COMM0219,2023-03-17,VEN020,from_vendor,New Rep Introduction,Hi! My name is Alex and I'm the new account manager for your region. Really excited to work with you! I've been reviewing your account and would love to set up an intro call. What's your availability like next week?
COMM0220,2023-03-18,VEN010,from_vendor,Important - Please Read,"Hi! I hate to be the bearer of bad news but we discovered an issue during our routine quality audit. Batch 2741 that we shipped last week didn't meet our specs for MAT024. Can you check if you still have any of it? If so, please don't use it and we'll arrange pickup. Really sorry about this!"
COMM0221,2023-03-18,VEN005,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0222,2023-03-19,VEN007,from_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0223,2023-03-20,VEN008,from_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-61393 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0224,2023-03-20,VEN018,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0225,2023-03-21,VEN012,from_vendor,RE: Lab Results,Got the lab results back and unfortunately batch 5501 failed on multiple parameters. The MAT019 has elevated microbial counts and reduced activity. We need you to pull it from inventory ASAP. I'll have our team rush a replacement order. Really sorry about this mess.
COMM0226,2023-03-21,VEN004,from_vendor,Important - Please Read,"Hi! I hate to be the bearer of bad news but we discovered an issue during our routine quality audit. Batch 2248 that we shipped last week didn't meet our specs for MAT036. Can you check if you still have any of it? If so, please don't use it and we'll arrange pickup. Really sorry about this!"
COMM0227,2023-03-21,VEN016,from_vendor,Product Discontinuation,"Unfortunately we're discontinuing SKU #5632 due to low demand. If this is something you regularly order, let me know ASAP and we can discuss alternatives or do a final bulk order."
COMM0228,2023-03-22,VEN006,from_vendor,FW: Industry News,"Thought you might find this article interesting - talks about some of the supply chain trends we discussed last month. No action needed, just FYI!"
COMM0229,2023-03-22,VEN007,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-3246. If you received this batch (shipped between 03/08 and 03/15), please quarantine immediately and contact us. Full details in attached notice."
COMM0230,2023-03-23,VEN008,from_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0231,2023-03-24,VEN004,from_vendor,Product Recall Notification,"Dear Valued Customer,

We are issuing a voluntary recall for MAT046 batch 5745 due to quality concerns identified during post-production testing. While there is no immediate safety risk, the product does not meet our quality standards. Please quarantine and dispose of any remaining inventory from this batch. Contact us at your earliest convenience to arrange credit. We apologize for any inconvenience.

Best regards,
Customer Care Team"
COMM0232,2023-03-24,VEN018,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0233,2023-03-24,VEN006,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0234,2023-03-25,VEN019,from_vendor,RE: Product Quality Concern,"Following up on our call - after reviewing the lab results, we need you to pull batch 2429 from your inventory. The contamination levels are borderline but we don't want to take any chances. Credit memo will be issued within 48 hours. Sorry for the hassle!"
COMM0235,2023-03-25,VEN016,from_vendor,Payment Reminder,Hi! Hope all is well. I'm just following up on invoice #INV-60695 from last month. It's a bit overdue and I wanted to make sure it didn't get lost in the shuffle. Can you check on the status? Thanks so much!
COMM0236,2023-03-25,VEN012,from_vendor,Trade Show,Will you be at the National Bakery Expo next month? We'll have a booth (#347) and would love to connect in person. Let me know if you're going!
COMM0237,2023-03-26,VEN005,from_vendor,Batch 2572 - Action Required,"Hey, just got off the phone with our production manager. Turns out batch 2572 of the MAT008 we sent you has some quality issues. Nothing dangerous but it won't perform as expected. We need you to scrap whatever you have left from that batch. I'll process a credit today. Let me know how much you had to dispose of."
COMM0238,2023-03-26,VEN017,from_vendor,Thank You,Just wanted to say thanks for being such a great customer! We really value your business and partnership. Looking forward to another great year working together.
COMM0239,2023-03-27,VEN001,to_vendor,Price Negotiation,I talked to my manager about your request for better pricing on the bulk flour orders. We can do 8% off if you commit to a 6-month contract at minimum 5000 units/month. Does that work for you?
COMM0240,2023-03-28,VEN012,from_vendor,RE: Batch 8130 Issue,"Just wanted to follow up on our conversation this morning. Yes, unfortunately we need you to dispose of batch 8130. The pH levels are off and it could affect your final product quality. I know this is inconvenient but we'd rather be safe. Credit will be on your next invoice. -Lisa"
COMM0241,2023-03-28,VEN016,from_vendor,RE: Update,"Got it, thanks!"
COMM0242,2023-03-29,VEN019,from_vendor,Delivery Confirmation,Just confirming that PO52903 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0243,2023-03-29,VEN008,to_vendor,Delivery Confirmation,Just confirming that PO79074 was delivered successfully yesterday. Driver noted no issues. Let us know if there are any problems with the shipment!
COMM0244,2023-03-30,VEN001,from_vendor,New Contact Info,Hi everyone! Quick update - I've moved to a new role and Sarah Johnson will be your main point of contact going forward. She's great and I'm leaving you in good hands. My new email is below if you ever need to reach me. Best of luck!
COMM0245,2023-03-30,VEN010,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0246,2023-03-31,VEN012,from_vendor,Capacity Alert,"Quick heads up that we're running at near full capacity right now due to high seasonal demand. If you have any large orders coming up in the next few weeks, please give us as much advance notice as possible so we can plan accordingly."
COMM0247,2023-04-01,VEN005,from_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0248,2023-04-01,VEN019,to_vendor,RE: Last week,Thanks for the quick turnaround on that! Really appreciate it. Talk soon.
COMM0249,2023-04-02,VEN009,from_vendor,Contract Renewal,Your annual contract is coming up for renewal in 60 days. Let's touch base soon to discuss terms for next year. I think we can work out something even better than your current agreement!
COMM0250,2023-04-02,VEN007,from_vendor,Sustainability Report,Attached is our 2023 Sustainability Report. We've made some great progress on our environmental goals and thought you'd like to see the results. Proud of what we've accomplished!
COMM0251,2023-04-03,VEN016,from_vendor,Quality Control Alert,Attention: We have identified a quality issue with MAT050 batch 9370 shipped on March 29. Our quality control team has determined that this batch does not meet our standards. Please remove from inventory and dispose according to your standard procedures. Replacement shipment can be expedited if needed.
COMM0252,2023-04-03,VEN014,from_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0253,2023-04-03,VEN003,from_vendor,Quality Certificate,Attached please find the Q1 quality certifications and lab reports for your records. Everything passed with flying colors. Let me know if you need anything else for your compliance files.
COMM0254,2023-04-04,VEN016,from_vendor,FW: QA Failed - Batch 8263,"Forwarding this from our QA department - apparently batch 8263 didn't pass final inspection but somehow still got shipped out. If you received MAT022 from that batch, please don't use it. We're investigating how this happened. In the meantime, let us know what you need to do to make this right. -Tom"
COMM0255,2023-04-04,VEN001,to_vendor,RE: Question about order,Let me check with the warehouse and get back to you this afternoon.
COMM0256,2023-04-04,VEN002,from_vendor,Weather Advisory,Heads up - there's a major storm system moving through the midwest this week which might impact delivery schedules. We're monitoring closely and will keep you updated if your orders are affected.
COMM0257,2023-04-05,VEN007,from_vendor,Urgent: Recall,"URGENT - We've identified a potential contamination issue with batch B-1786. If you received this batch (shipped between 03/22 and 03/29), please quarantine immediately and contact us. Full details in attached notice."
